Geneid,C_1,C_2,C_3,WT_1,WT_2,WT_3,G_1,G_2,G_3
MYCTH_2064870,911,1407,1565,1537,2059,1920,2248,2068,2207
MYCTH_2306018,652,1064,1160,1170,1431,1294,1356,1128,1330
MYCTH_2306019,1126,1770,1820,2431,3114,2726,2992,2749,3076
MYCTH_2306020,3910,6510,6086,63396,85002,71466,21716,22120,24104
MYCTH_2306025,479,829,789,11,32,20,46,70,38
MYCTH_2306027,1388,2463,2487,115,156,173,295,309,281
MYCTH_16301,1432,2312,2168,3913,5033,3955,5392,5402,6389
MYCTH_2306028,893,1492,1264,4560,5746,5160,5821,5561,6241
MYCTH_2306029,2085,3461,3277,7646,10156,8282,11531,10256,12065
MYCTH_2306031,14,21,44,48,55,49,79,127,84
MYCTH_2306032,79,127,97,65,99,96,130,123,150
MYCTH_2306033,22,31,36,8,10,12,7,4,3
MYCTH_2306035,1033,1571,1475,3808,4742,3674,5707,5241,6112
MYCTH_2306036,607,967,854,3656,4948,4454,6044,5447,6306
MYCTH_2306038,627,976,1050,2317,3362,2770,2255,2322,2533
MYCTH_2306041,265,434,483,629,905,635,723,763,809
MYCTH_2306042,23,35,34,205,308,226,332,239,302
MYCTH_2306043,74,95,79,370,546,423,411,447,513
MYCTH_2306044,678,1148,1139,1224,1541,1314,1195,1222,1396
MYCTH_2306045,654,1098,961,4283,4284,3138,4189,5462,5008
MYCTH_2306048,155,286,287,276,399,272,339,411,404
MYCTH_2315462,593,920,881,498,605,478,573,487,546
MYCTH_116553,341,452,451,35431,45551,37954,14952,15007,16712
MYCTH_69854,0,0,0,0,6,4,0,0,0
MYCTH_2306052,49,156,165,52,102,106,110,110,151
MYCTH_2063030,286,485,417,1561,1995,1732,2342,1911,2229
MYCTH_2306054,256,428,349,781,890,665,541,610,638
MYCTH_2306056,308,552,640,1221,1406,1149,722,832,783
MYCTH_2306057,6,3,8,0,2,0,0,2,0
MYCTH_2118950,11,13,9,21,9,11,4,5,14
MYCTH_95293,104,217,203,460,501,446,203,157,166
MYCTH_t107,0,0,0,0,0,0,0,0,0
MYCTH_2306062,17,37,30,77,66,41,44,57,41
MYCTH_2306063,146,183,228,1599,1809,1475,1119,1049,1143
MYCTH_2110896,1,4,2,2,1,4,3,4,1
MYCTH_2306064,457,719,696,1163,1621,1260,2126,2289,2324
MYCTH_2127657,7,14,7,0,2,6,0,0,5
MYCTH_2306068,697,1156,1005,1774,2548,1996,787,926,886
MYCTH_2306070,773,1185,1233,2202,2967,2656,3517,3667,4137
MYCTH_2306072,462,800,952,513,752,618,722,592,786
MYCTH_2080893,956,1574,1467,3631,5319,3960,6852,6960,7833
MYCTH_2306078,45,69,68,70,95,95,259,220,314
MYCTH_2065658,115,161,172,258,445,363,331,390,440
MYCTH_2127665,3,7,4,1,10,0,7,13,3
MYCTH_2306081,427,636,665,1124,1526,1166,1601,1722,1901
MYCTH_2306082,769,1073,1077,1227,1783,1588,1854,2218,2123
MYCTH_2306085,1346,2216,2091,2126,2624,2314,2101,2281,2462
MYCTH_95278,76,99,98,128,154,119,213,209,171
MYCTH_2306087,1531,2394,1942,2101,3066,2320,4507,5172,4700
MYCTH_2127673,34,59,51,53,41,46,31,37,32
MYCTH_2110911,0,3,4,1,1,3,0,0,0
MYCTH_2306093,567,1024,889,1140,1499,1214,1772,1728,1980
MYCTH_2306097,12,11,2,3,10,5,6,6,6
MYCTH_2306098,241,383,361,171,204,167,378,334,495
MYCTH_95272,75,107,95,152,157,162,73,126,144
MYCTH_2306100,91,193,139,186,248,191,1357,1376,1438
MYCTH_2127683,83,142,114,418,621,570,241,217,271
MYCTH_2306101,735,1083,1002,21411,28332,22708,5867,5980,6653
MYCTH_2306103,800,1350,1142,2102,2687,2147,1614,2071,2187
MYCTH_2315464,166,326,279,98,127,101,62,59,70
MYCTH_2063631,2,3,16,2,4,2,2,0,4
MYCTH_2306107,1854,3217,3097,8484,10769,8435,6279,5924,6636
MYCTH_2127689,48,95,61,12,15,12,14,16,16
MYCTH_2306112,3492,5991,5355,6387,8296,6580,2535,2654,2763
MYCTH_2306113,650,1045,1054,890,1175,1062,88,116,96
MYCTH_53112,162,281,298,369,506,459,169,161,146
MYCTH_102878,29,43,65,82,92,78,154,293,269
MYCTH_95259,0,0,0,0,0,0,0,0,0
MYCTH_2023245,0,0,0,0,0,0,0,0,0
MYCTH_2306119,262,495,457,502,657,567,611,666,591
MYCTH_2306121,424,752,630,70,70,72,54,47,55
MYCTH_2065257,16,19,24,2,2,6,0,3,0
MYCTH_53171,18,21,28,14,8,9,12,19,16
MYCTH_2306123,1152,1903,1793,4744,6314,4924,6775,6381,6895
MYCTH_2306125,339,559,531,1017,1374,1269,826,749,942
MYCTH_2306127,657,1139,1204,575,836,537,1351,1398,1520
MYCTH_2306128,318,515,528,540,782,629,1257,1120,1241
MYCTH_2110936,31,72,45,24,23,15,12,13,13
MYCTH_2064932,233,412,368,159,275,288,178,219,147
MYCTH_102871,101,151,129,447,606,538,397,411,526
MYCTH_2306135,194,417,337,261,378,345,550,443,432
MYCTH_2306136,205,364,397,143,239,168,242,375,395
MYCTH_51992,37,55,71,20,20,26,38,25,59
MYCTH_2306137,1294,2043,1957,5654,7498,6061,6585,6635,6956
MYCTH_52645,922,1637,1596,1626,2108,1858,2331,2491,2939
MYCTH_2306141,2647,4617,4027,3943,5198,4304,6017,5751,5920
MYCTH_2306143,108,181,156,881,1367,1314,1399,1226,1349
MYCTH_2306147,540,997,932,1245,1530,1321,1330,1332,1316
MYCTH_2306148,496,789,669,1789,2169,1680,2069,2004,2052
MYCTH_2306149,270,427,403,546,770,580,500,397,477
MYCTH_2306150,2,2,2,2,8,5,0,0,0
MYCTH_2315477,1147,2052,1974,2363,3032,2598,2911,2913,3103
MYCTH_2306154,43,37,38,92,140,105,123,117,127
MYCTH_2306155,237,330,317,427,535,407,454,439,570
MYCTH_95235,25,32,26,80,85,71,10,52,68
MYCTH_2306157,353,600,543,705,1005,878,1273,1394,1352
MYCTH_2306158,1717,2743,2608,4695,5773,4884,5510,5494,6331
MYCTH_95232,2,6,1,6,0,0,4,0,3
MYCTH_52064,129,205,196,244,383,275,668,669,777
MYCTH_69778,0,3,1,0,0,0,2,0,0
MYCTH_2064957,31,44,64,61,91,87,100,84,84
MYCTH_2119011,214,375,316,325,442,286,244,229,267
MYCTH_2306161,1398,2232,2282,1941,2759,2366,3038,3241,3697
MYCTH_2306164,132,239,180,393,511,462,258,256,286
MYCTH_95226,277,356,357,3391,4691,3779,1990,2135,2428
MYCTH_52735,398,660,709,1682,2004,1727,705,835,777
MYCTH_95224,0,4,0,0,2,0,0,4,0
MYCTH_95223,5,13,5,0,6,9,0,0,2
MYCTH_95222,0,0,0,0,0,0,0,0,0
MYCTH_15789,26,37,37,9,26,6,21,14,22
MYCTH_2306173,2077,3456,3276,3614,4612,3851,3195,3338,3582
MYCTH_2093591,707,1220,1283,1175,1489,1339,2495,2631,2831
MYCTH_2306177,819,1297,1080,2383,3423,2592,4495,4037,4566
MYCTH_102849,6,5,7,0,10,0,0,0,8
MYCTH_2119021,59,120,85,75,103,87,86,78,76
MYCTH_2306178,166,280,167,479,673,570,586,656,685
MYCTH_2306180,70,150,141,98,126,116,171,223,155
MYCTH_2306182,8,12,4,9,7,2,16,9,22
MYCTH_2306185,494,981,869,557,732,633,969,877,883
MYCTH_2064854,475,855,843,69,66,58,13,12,6
MYCTH_82782,14221,22753,21485,236,252,252,281,352,422
MYCTH_11658,209,382,370,22,53,47,44,29,38
MYCTH_108317,286,462,453,17,36,15,16,33,17
MYCTH_69746,280,408,428,7,8,20,0,4,0
MYCTH_82772,295,484,476,2,23,19,2,6,10
MYCTH_108314,378,664,596,1213,1820,1234,1023,937,1044
MYCTH_t108,0,0,0,0,0,0,0,0,0
MYCTH_2127750,110,233,213,282,334,297,530,447,519
MYCTH_2306196,180,314,218,647,915,709,1018,726,972
MYCTH_2064480,14,21,14,226,264,235,293,247,274
MYCTH_2306198,471,754,660,1496,2142,1761,2618,2226,2589
MYCTH_2127753,23,57,38,44,41,33,33,21,28
MYCTH_2306200,472,877,930,731,742,641,1467,1660,1845
MYCTH_2306203,59,107,96,67,151,119,96,143,120
MYCTH_52496,546,871,909,303,332,257,583,693,704
MYCTH_2306208,162,266,227,558,669,606,626,564,680
MYCTH_2306209,94,147,129,160,205,245,154,151,204
MYCTH_2110987,86,138,125,176,223,216,55,42,64
MYCTH_36130,0,0,0,0,0,0,0,0,0
MYCTH_t128,0,0,0,0,0,0,0,0,0
MYCTH_2306212,37,34,49,31,29,48,42,36,45
MYCTH_2306214,30,61,57,25,29,19,9,12,2
MYCTH_2306215,63,108,144,90,139,82,102,102,134
MYCTH_2065104,57,91,75,159,203,148,191,211,166
MYCTH_2306216,157,270,225,134,173,155,430,402,486
MYCTH_2306218,1105,1764,1675,8123,9102,7421,10863,11051,11643
MYCTH_2139484,965,1673,1515,2513,3274,2612,4148,3939,4516
MYCTH_111987,2219,3696,3250,4870,5976,5155,4420,4354,4503
MYCTH_2064609,447,781,701,1324,1656,1423,2590,2504,2651
MYCTH_116510,680,1119,979,1374,1639,1481,1797,1856,2119
MYCTH_2306229,1137,1813,1520,4182,5984,5564,6480,5998,6675
MYCTH_t109,0,0,0,0,0,0,1,0,0
MYCTH_108304,1469,2280,1929,5354,6717,5270,5949,6212,6857
MYCTH_2306233,128,245,184,165,182,141,162,194,190
MYCTH_2306234,292,431,407,116,139,86,137,138,171
MYCTH_53288,5855,10044,9476,285,452,328,3,8,7
MYCTH_2306242,599,760,669,2245,2337,1594,2050,2559,2405
MYCTH_2306243,7,14,19,82,93,62,60,67,67
MYCTH_2306244,1370,2111,2057,2711,3638,3382,4667,4628,5208
MYCTH_2306246,586,1007,892,828,1225,1080,1616,1520,1601
MYCTH_2306248,219,350,363,357,423,413,463,490,481
MYCTH_2306252,198,325,270,754,1285,903,1446,1442,1690
MYCTH_2306253,475,713,679,615,922,680,1041,1034,1224
MYCTH_2306254,276,517,542,668,824,705,962,1271,1292
MYCTH_2306255,625,1046,1081,1352,1882,1638,2410,2528,2548
MYCTH_2306257,1117,1586,1491,4143,6298,4945,3807,3561,4157
MYCTH_2306260,2815,5095,4673,11486,14166,11477,12265,12127,13629
MYCTH_52463,33,63,31,116,145,120,59,89,69
MYCTH_2306267,4,0,5,8,16,0,2,7,2
MYCTH_t127,2,0,0,0,0,0,0,0,0
MYCTH_108294,341,613,508,851,1250,1038,1042,892,1021
MYCTH_95166,17,39,18,254,264,237,143,167,191
MYCTH_27318,11,15,15,15,19,21,8,25,7
MYCTH_2306273,799,1075,1121,4647,6619,5142,6170,6486,6508
MYCTH_2306274,327,569,596,981,1238,1069,1013,1054,1167
MYCTH_2306275,186,358,299,656,751,629,736,679,774
MYCTH_2127797,14,4,1,265,343,272,267,265,337
MYCTH_2306276,425,600,581,4635,6581,5733,5252,4897,5444
MYCTH_2306279,895,1213,1025,5025,6879,5983,9377,8520,10110
MYCTH_2306283,538,987,991,4006,5224,4278,7734,7895,8474
MYCTH_95158,410,632,661,8168,10772,8402,3369,3165,3844
MYCTH_2306286,621,1140,1081,814,938,827,1293,1116,1221
MYCTH_2028839,0,0,0,0,0,0,0,0,0
MYCTH_2306290,1608,2441,2282,8241,10525,7887,11126,10797,12012
MYCTH_2306295,525,819,709,3680,4293,3669,5242,5490,5591
MYCTH_2306297,1131,1685,1477,5307,7323,5750,7348,7312,8194
MYCTH_2111026,49,56,88,80,82,57,79,129,97
MYCTH_2306298,397,666,737,1215,1487,1083,794,960,1077
MYCTH_2306300,1730,2878,2586,2376,3371,2852,8117,8484,9227
MYCTH_102797,311,472,464,1272,1394,1165,1110,1282,1370
MYCTH_2306302,365,581,505,1362,1882,1706,1902,1957,1997
MYCTH_t126,3,3,0,12,5,1,7,3,8
MYCTH_2306305,647,1163,1090,1326,1751,1331,1699,1803,2012
MYCTH_t110,1,0,0,0,0,0,0,1,0
MYCTH_2081074,2414,3830,3195,7260,9925,8066,10996,10044,11194
MYCTH_2306309,4886,8553,7499,13329,17244,15031,21955,21320,23190
MYCTH_t111,3,2,1,3,6,3,0,3,1
MYCTH_52082,661,1215,1090,84446,109496,90275,29007,25963,30088
MYCTH_2127818,6,6,5,3,8,7,20,5,1
MYCTH_102792,966,1718,1605,8763,11484,9192,9602,8658,9735
MYCTH_t112,0,0,0,0,0,0,0,0,0
MYCTH_2306314,2036,3290,3196,2771,3640,3094,2770,3053,3424
MYCTH_2306316,486,802,912,1761,2302,1886,3263,3486,3707
MYCTH_102790,87,204,210,126,182,110,166,207,256
MYCTH_2306320,116,195,178,248,390,287,501,582,653
MYCTH_2306323,675,1111,1009,2601,3229,2449,3845,3654,3930
MYCTH_2315506,986,1614,1810,1674,2587,2257,1451,1323,1548
MYCTH_82678,1188,2036,1933,1933,2569,2410,3398,3276,3446
MYCTH_2306334,565,1063,1003,813,1489,1130,1479,1587,1535
MYCTH_2306339,2291,3787,3679,10567,13843,10459,12778,11374,13418
MYCTH_2306344,977,1350,1291,4671,6002,4770,5745,5253,5922
MYCTH_2065241,1132,1800,1592,2425,3685,3497,2956,2935,3069
MYCTH_2306347,833,1405,1439,701,795,684,1036,936,1024
MYCTH_2093728,430,773,652,2055,2478,2267,2927,2817,3149
MYCTH_2306355,337,497,414,1192,1441,1324,1215,1068,1290
MYCTH_2306357,1305,2119,2074,6009,6098,4529,9947,13408,10504
MYCTH_2306364,216,347,342,555,697,646,892,1021,1030
MYCTH_2111053,12,32,24,31,38,63,26,16,42
MYCTH_2306365,79,64,123,72,112,97,42,68,79
MYCTH_95125,2,7,3,6,2,2,18,4,7
MYCTH_2306367,686,932,856,4703,6827,7249,10385,10033,10970
MYCTH_2306375,322,503,390,1752,2392,1962,2038,2186,2301
MYCTH_2306377,453,725,743,1584,1997,1581,1060,1127,1202
MYCTH_2093740,900,1584,1403,3058,3628,3222,3833,3682,3918
MYCTH_2306381,838,1330,1259,3603,5208,4078,5245,5067,5402
MYCTH_2306385,2907,4906,5085,7149,9316,7774,11354,10769,11722
MYCTH_2306388,590,938,957,1887,2474,2333,2083,1597,2007
MYCTH_2315513,7676,12687,11706,9156,11952,10450,18936,18251,20625
MYCTH_2144232,237,313,304,52,55,83,126,153,150
MYCTH_2306396,221,370,387,119,178,157,285,259,293
MYCTH_2046242,295,640,561,515,383,297,366,452,402
MYCTH_2306401,2693,4511,4204,8116,9308,7723,9631,9900,10708
MYCTH_2315516,1123,2029,1863,2519,2959,2500,2665,2517,2923
MYCTH_2306407,1270,2231,2097,3890,5139,4260,5176,5692,5786
MYCTH_2127855,1048,1790,1725,1035,1197,1051,887,994,957
MYCTH_53690,30,55,40,21,19,10,5,11,10
MYCTH_2306410,676,1091,901,1694,2422,2014,2992,2927,3117
MYCTH_2315519,6521,10755,8811,28096,30766,21922,38657,43831,47461
MYCTH_2306416,1264,2086,1651,4994,6691,5806,7019,7131,7978
MYCTH_2306421,1852,2982,2556,6133,8199,7047,13998,13371,15060
MYCTH_2306422,387,553,458,1061,1464,1385,1483,1351,1553
MYCTH_2306426,2304,3948,3716,3791,4546,3336,3458,3462,3697
MYCTH_69563,889,1223,1059,2479,3389,2796,2875,2907,3227
MYCTH_2306429,1048,1724,1595,904,1278,1007,1698,1703,1859
MYCTH_2063330,1153,1906,1935,990,1122,945,502,435,529
MYCTH_2306433,237,393,398,156,254,162,72,84,103
MYCTH_2119125,585,1035,1046,1580,2150,1704,2685,2563,2662
MYCTH_2306437,5752,9007,7782,24337,32485,28959,33956,33239,38117
MYCTH_2306439,2972,4753,4841,5476,6895,6085,7991,7768,9122
MYCTH_2306440,415,647,629,1493,2029,1583,1984,1864,2187
MYCTH_2306441,1091,1657,1295,6971,7998,7046,7869,7219,8487
MYCTH_2306444,982,1587,1464,2022,2671,2226,2846,2803,3038
MYCTH_2306452,2190,3241,2940,11821,11760,8262,7951,8704,9248
MYCTH_2306456,19634,32931,32318,29755,39865,31468,14662,15873,16466
MYCTH_2306461,249,433,364,136,224,187,189,230,270
MYCTH_2306462,139,259,274,133,244,260,242,241,288
MYCTH_2306463,250,483,404,561,814,771,816,876,864
MYCTH_95095,5,5,0,0,2,3,0,2,6
MYCTH_2139555,179,363,304,257,373,337,512,536,617
MYCTH_2306466,2552,4454,4471,3061,3869,3391,4867,4336,4924
MYCTH_2306472,768,1311,1144,1538,2208,1718,2196,1987,2301
MYCTH_2306473,180,381,258,489,612,517,576,499,640
MYCTH_2306475,2196,3746,3606,3158,3801,3360,3496,3257,3621
MYCTH_2306477,447,636,658,503,586,501,700,764,887
MYCTH_2119140,460,825,736,1159,1679,1361,1688,1542,1748
MYCTH_2093808,881,1490,1428,2545,3373,3041,2895,2823,3187
MYCTH_2306484,620,1202,1214,2659,3928,2956,1252,1240,1246
MYCTH_2306485,410,728,656,946,1306,892,2222,2629,2448
MYCTH_2306486,466,773,743,1336,1660,1452,1759,1838,1946
MYCTH_2306488,678,1164,904,1693,2018,1580,2062,2058,2091
MYCTH_2306489,1164,1916,1693,4175,5480,4326,9133,9476,9620
MYCTH_2306491,451,608,496,1525,2226,1629,2885,3310,3176
MYCTH_2111103,1,5,18,2,6,1,6,0,3
MYCTH_2306494,2,8,2,4,5,1,4,16,14
MYCTH_2035523,26,38,27,19,34,34,20,28,51
MYCTH_2306496,628,1019,1015,1444,1665,1350,1818,1810,1866
MYCTH_2081200,11416,20563,19625,11411,15099,13072,20889,20414,22054
MYCTH_2063277,3498,5810,5568,5585,6635,5961,5974,5264,6116
MYCTH_2306503,471,761,709,6256,7766,6313,3918,3865,3970
MYCTH_82558,366,495,559,1215,1602,1388,1602,1608,1630
MYCTH_2306507,185,266,238,2221,3015,2469,2763,2704,3271
MYCTH_2306512,967,1640,1479,2651,3622,3256,4486,3819,4470
MYCTH_53055,565,777,940,3031,3379,2898,2139,2336,2659
MYCTH_2306514,1295,2025,1954,4476,4839,3315,4311,4791,5373
MYCTH_2306516,360,560,498,1340,1306,1021,1504,1597,1819
MYCTH_2306518,1844,3128,2807,6237,7126,5930,6057,6452,6803
MYCTH_2306522,2270,3806,3257,13048,14938,12065,16822,15307,18027
MYCTH_2306523,220,413,298,429,549,431,609,660,675
MYCTH_2063736,234,357,343,2170,3330,2352,4171,4097,4082
MYCTH_17585,183,254,354,1623,1250,912,1602,1943,1820
MYCTH_2306528,818,1359,1353,1154,1256,956,1392,1554,1587
MYCTH_2306532,746,1179,1101,3732,4891,3467,5338,6374,5487
MYCTH_88392,2181,3620,3426,4591,5629,5113,6136,6138,6302
MYCTH_2306539,420,664,559,1209,1690,1567,3389,3085,3500
MYCTH_2306540,1041,1842,1799,2884,3891,3016,3753,3219,3919
MYCTH_2306542,591,806,926,2183,2940,2433,2552,2955,3026
MYCTH_2306544,998,1374,1357,2668,3408,2904,1849,2015,2283
MYCTH_2111125,652,829,835,1371,2047,1765,923,992,1143
MYCTH_2306548,593,905,814,307,313,251,150,123,139
MYCTH_2306552,9,19,21,33,86,54,49,74,86
MYCTH_2306553,577,915,1017,474,617,467,503,530,604
MYCTH_111934,4055,6804,6089,4649,6450,5240,7423,8075,8483
MYCTH_2306562,1190,1881,1690,2097,2853,2428,3598,3423,3728
MYCTH_2063758,154,212,162,404,491,486,370,413,408
MYCTH_2306564,1422,2090,1836,5081,6690,4994,5530,5594,6270
MYCTH_2306567,1815,3161,3094,4648,6377,5264,6783,6606,7095
MYCTH_2081249,2753,4778,4462,3155,3496,3079,7010,6876,8134
MYCTH_2139585,490,870,770,825,1086,837,545,530,646
MYCTH_2306581,316,593,480,1480,1762,1562,1497,1380,1383
MYCTH_2127928,31,37,45,54,28,32,22,38,26
MYCTH_82505,1207,1881,1881,5345,7002,5664,5983,6183,6777
MYCTH_t125,0,0,0,2,0,0,0,0,0
MYCTH_2306584,590,946,925,659,798,716,735,804,843
MYCTH_2306585,432,802,767,411,587,493,554,699,694
MYCTH_2306586,423,733,737,1119,1344,1015,1323,1565,1553
MYCTH_2306588,127,172,177,115,176,147,359,415,498
MYCTH_2144279,134,236,235,216,326,280,306,392,382
MYCTH_t113,1,0,0,0,0,0,0,0,0
MYCTH_53508,234,321,281,901,992,986,942,775,841
MYCTH_2306594,2142,3607,3278,8395,11110,8717,8170,8535,9190
MYCTH_2063165,123,233,181,401,473,445,335,361,338
MYCTH_2306596,870,1424,1312,3392,4276,3674,2404,2245,2510
MYCTH_2306599,1220,1915,1549,5508,7409,6052,11235,10132,11381
MYCTH_2315548,31035,52531,50533,122645,126088,98984,159325,165067,186324
MYCTH_2306607,795,1312,1366,2264,2923,2618,3242,2712,3136
MYCTH_2306608,1311,1865,1736,4710,6052,4904,8758,8962,9678
MYCTH_2306610,1329,2280,2262,2272,2839,2359,5317,6063,6248
MYCTH_2306612,249,271,323,1418,2103,1832,2403,2141,2036
MYCTH_2306613,15,42,21,4,14,18,15,8,13
MYCTH_2306615,696,1080,1052,1503,1715,1491,1729,1823,2009
MYCTH_2315552,5412,8964,8127,22159,26615,23636,31759,33692,35429
MYCTH_2306619,5,6,8,0,1,4,0,0,2
MYCTH_2306621,430,655,608,1293,1959,1666,1399,1176,1563
MYCTH_69410,381,602,555,687,1155,862,1232,1212,1322
MYCTH_2119212,24,52,32,178,224,190,192,161,186
MYCTH_2081294,888,1600,1540,1227,1823,1555,1685,1563,1736
MYCTH_2306627,253,371,343,934,1039,784,1731,1979,1669
MYCTH_2306629,115,171,175,321,374,359,1780,1584,1842
MYCTH_2306632,686,1115,1209,2619,3001,2803,3228,3177,3689
MYCTH_2144292,2196,3472,3562,8583,10312,8296,9120,9477,10318
MYCTH_2315557,13450,22218,19025,59961,81564,66690,77536,80106,84214
MYCTH_t124,3,4,0,20,9,4,3,3,1
MYCTH_2134674,25,57,55,30,60,40,407,449,370
MYCTH_82456,630,1028,904,4929,6903,5376,12925,14512,13559
MYCTH_2144295,72,78,78,201,194,152,422,482,415
MYCTH_2306639,621,997,853,2294,3387,3156,4326,4045,4463
MYCTH_2127963,682,1134,1168,774,986,932,1959,1951,2142
MYCTH_2144297,3296,5358,4574,27104,31138,26615,32120,29185,35030
MYCTH_2306649,669,1087,952,5454,6428,4584,4654,4681,5221
MYCTH_2306650,1474,2638,2570,6681,7029,5595,5410,5556,6332
