Geneid,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,T1_1,T1_2,T1_3,T2_1,T2_2,T2_3
MYCTH_2060442,1.24,1.86,2.45,2.43,2.14,2.17,2.94,1.84,1.81,5.36,4.57,3.24
MYCTH_49393,0.53,0.42,0.44,0.98,0.89,0.72,0.31,0.28,0.36,0.8,0.82,0.79
MYCTH_2110651,0.64,0.56,0.83,1.12,1.07,0.9,0.37,0.62,0.3,0.82,0.52,1.01
MYCTH_2060065,0.64,0.6,0.5,1,0.63,0.82,0.58,0.47,0.4,0.68,0.88,0.9
MYCTH_2110653,0.03,0.01,0,0.05,0.15,0,0,0.02,0,0.02,0.04,0.17
MYCTH_2061987,0.41,0.11,0.25,0.35,0.2,0.32,0.21,0.46,0.25,0.22,0.19,0.11
MYCTH_2127358,2.1,2.13,2.04,3.09,3.52,4.99,1.78,2.15,1.03,1.98,1.93,1.98
MYCTH_2305582,3.2,3.15,3.46,5.21,5.97,5.04,2.44,3.21,2.36,3.26,3.1,3.19
MYCTH_2305584,0.45,0.79,0.79,2.02,2.32,2.28,0.76,0.57,1.1,0.73,1.22,0.97
MYCTH_2305586,2.89,2.79,2.72,9.71,10.08,10.6,3.04,3.13,3.08,6.7,5.54,5.38
MYCTH_2127362,0,0.01,0,0,0.01,0,0,0,0,0.03,0,0
MYCTH_2305589,8.23,8.38,7.83,6.39,7.74,8.17,5.44,4.27,6.71,2.76,3.91,4.45
MYCTH_2305590,5.3,4.62,5.07,4.07,4.11,4.68,3.16,2.65,2.75,1.57,2.35,2.55
MYCTH_2305591,4.13,2.73,3.44,7.26,9.95,7.99,1.91,0.75,2.27,5.17,4.88,4.74
MYCTH_2305592,15.5,18.65,14.65,22.69,25.14,27.25,11.75,13.5,13.87,16.69,14.91,18.89
MYCTH_2305594,5.97,6.01,4.68,7.55,9.13,7.46,3.8,3.82,3.59,4.76,5.04,5.85
MYCTH_2305597,78.49,89.01,79.83,51.69,50.11,53.32,77.97,70.82,70.79,39.84,40.89,44.67
MYCTH_2305598,64.55,64.67,63.94,71.82,51.35,53.31,87.84,91.95,91.65,53.38,62.63,56.52
MYCTH_2305599,0.06,0.1,0.18,0.53,0.24,0.3,0.15,0,0.44,0,0.46,0.06
MYCTH_2134407,958.86,932.32,1042.72,2202.76,1986.29,2249.38,1083.55,1058.89,1054.6,2035.81,2074.1,2299.61
MYCTH_80168,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2305600,25.29,23.17,23.83,34.1,34.01,36.86,18.76,17.16,21.11,20.99,21.55,23.94
MYCTH_2118744,0.04,0.04,0,0.16,0.16,0.04,0.04,0,0,0.07,0.1,0.17
MYCTH_50908,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2060218,0,0,0,0.37,0.14,0,0,0,0,0,0,0
MYCTH_93495,0.08,0,0,0.02,0.15,0.07,0,0,0.15,0.03,0.03,0
MYCTH_80161,3.92,3.25,4.25,16.55,14.88,17.21,3.1,1.73,7.4,8.27,8.97,8.61
MYCTH_66804,2.62,1.38,2.68,8.58,9.57,8.79,9.02,1.32,37.17,16.31,15.02,10.91
MYCTH_2110669,0,0.19,0,0,0.28,0,0.09,0,0,0,0,0
MYCTH_2305608,8.01,6.86,5.78,7,4.12,5.17,5.79,6.89,7.34,3.82,3.66,3.92
MYCTH_50705,2.1,2.58,2.44,4.2,4.28,4.2,1.58,1.23,1.83,5.24,4.1,4.77
MYCTH_2305611,29.59,28.69,27.25,41.59,43.34,41.58,16,14.24,16.83,10.07,12.21,12.76
MYCTH_2305613,4.27,3.75,2.86,5.13,4.23,3.63,3.27,3.75,4.61,1.21,1.25,1.65
MYCTH_2305614,9.76,9.35,9.1,15.34,16.23,17.1,7.94,6.58,10.75,9.22,9.16,10.52
MYCTH_2118751,10.45,9.31,10.68,11.98,9.15,11.8,9.48,7.88,7.14,5.48,4.98,6.78
MYCTH_2305618,22.26,24.2,22.69,12.72,11.79,11.6,14.57,13.24,12.07,9.82,9.17,10.28
MYCTH_2305619,0.25,0.59,0.21,1.12,1.65,1.3,0.32,0.18,1.35,0.56,0.58,0.61
MYCTH_2305621,97.36,86.66,93.17,141.47,145.23,139.5,79.75,86.28,101.35,79.69,89.02,77.52
MYCTH_2060942,2.97,2.03,2.65,5.53,5.06,5.27,1.79,2.2,1.87,4.07,3.72,3.75
MYCTH_2305625,0.63,0.88,1.07,2.2,2.22,1.67,0.91,0.28,0.82,1.3,1.28,1.35
MYCTH_101261,0.67,0.58,0.56,1.33,1.38,1.34,0.47,0.33,0.54,1.44,1.31,1.36
MYCTH_2110682,0.07,0,0.13,0.09,0.07,0.08,0,0.09,0,0.12,0.12,0.14
MYCTH_2305628,2.43,1.69,2.39,6,7.35,8.74,0.94,0.95,0.29,1.69,2.04,1.73
MYCTH_2061639,15.57,18.08,15.27,21.3,19.85,19.26,8.56,10.17,7.85,14.26,10.82,11.85
MYCTH_107295,43.66,40.39,39.01,89.66,83.49,87.82,26.52,28.47,19.75,48.38,52.32,47.57
MYCTH_2305631,0.42,0.4,0.63,0.46,0.33,0.5,0.91,0.75,1.06,0.62,0.75,1
MYCTH_2049011,0.09,0,0.03,0,0,0,0,0,0,0.03,0.05,0
MYCTH_2127404,0.21,0.06,0.36,0.42,0.79,0.35,0,0,0.43,0.33,0.18,0.33
MYCTH_2305633,0.34,0.65,0.79,1.42,1.3,1.01,0.73,0.44,0.82,0.84,0.89,0.87
MYCTH_50396,0,0,0.03,0.06,0.02,0.11,0,0,0,0,0.03,0.03
MYCTH_2118764,0.41,0.16,0.12,0.24,0.19,0.12,0.15,0.13,0.06,0.11,0.19,0.03
MYCTH_2118765,0,0,0.05,0.05,0,0.15,0.1,0.03,0.11,0.05,0.14,0.55
MYCTH_2305635,0.19,0.28,0.22,0.26,0,0.4,0.36,0,0,0.2,0.26,0
MYCTH_2127410,0,0,0.06,0.06,0,0,0,0,0,0,0,0.1
MYCTH_2305637,0.1,0.02,0,0.17,0.13,0.1,0.01,0.04,0.01,0.08,0.24,0.18
MYCTH_2305640,1.47,2.12,1.51,3.27,3.86,3.82,1.33,1.45,1.55,2.69,3.19,2.41
MYCTH_2060683,0,0,0.04,0,0.06,0,0.43,0,0.25,0.04,0.04,0.47
MYCTH_2305642,6.45,6.12,5.31,6.25,7.25,6.91,6.32,3.93,5.91,4.26,5.41,4.91
MYCTH_t87,0.58,0,0,0,0,0,0,0,0,0,0,0.6
MYCTH_66783,348.41,369.84,343.04,300.69,319.93,316.15,345.54,323.9,313.37,323.44,340.59,365.07
MYCTH_2305652,87.87,98.23,84.66,35.54,37.8,40.82,72.72,51.51,51.45,37.99,38.93,50.57
MYCTH_2315403,11.69,10.27,10.18,21.79,20.77,19.81,10.8,7.75,12.97,22.52,20.1,18.59
MYCTH_2305657,7.06,5.34,6.01,14.02,14.18,11.82,6.22,4.18,12.78,12.8,13.06,12.16
MYCTH_2305667,9.02,8.19,8.56,20.14,20.98,19.09,4.87,3.21,4.18,8.01,8.7,8.03
MYCTH_2305668,27.86,25.87,26.37,40.01,42.19,39.69,12.09,12.14,12.05,19.19,20.38,20.1
MYCTH_2305669,0.62,1.07,1.22,8.48,7.78,8.09,1.06,0.36,1.91,3.01,2.53,2.71
MYCTH_2118778,0.1,0,0,0,0,0.05,0,0,0.05,0.09,0,0
MYCTH_2305675,32.95,30.94,33.63,45.35,45.03,45.81,22.26,21.14,21.77,36.51,37.16,32.26
MYCTH_2118780,34.93,43.71,44.17,44.24,41,44.24,27.64,27.82,22.43,39.69,41.6,42.51
MYCTH_2305679,12.53,11.96,12.08,16.56,17.05,16.03,8.39,6.79,8.01,12.37,12.37,11.38
MYCTH_2305680,8.11,8.41,9.48,12.51,15.46,15.53,5.85,4.27,7.71,7.89,7,7.07
MYCTH_2305681,60.97,57.82,54.87,85.21,86.74,87.17,44.13,42.69,47.4,57.82,54.79,61.04
MYCTH_2305684,11.69,11.2,11.95,19.93,22.65,23.01,10.25,9.07,13.11,9.83,10.24,10.9
MYCTH_2305685,5.36,5.85,4.42,8.04,7.56,9.15,3.36,2.74,4.58,4.11,3.3,4.29
MYCTH_2305688,3.68,4.11,3.94,7.53,8.18,6.1,3.1,2.91,4.25,4.98,5.73,5.7
MYCTH_2305689,1.01,1.07,0.88,1.96,2.15,2.09,1.15,0.79,1.59,1.13,1.83,1.75
MYCTH_49700,0.28,0.18,0.3,0.47,0.39,0.53,2.06,0.23,2.64,0.2,0.39,0.49
MYCTH_2110715,0.24,0.29,0.3,0,0,0.09,0.35,0.25,0.12,0,0.34,0
MYCTH_2315408,11.4,12.75,10.2,29.83,31.2,25.74,10.04,10.18,7.91,16.74,15.79,21.08
MYCTH_2305695,10.57,8.98,10.42,26.32,28.21,32.17,6.43,5.48,8.46,12.47,14.2,12.74
MYCTH_2305697,7.43,6.21,6.02,3.89,4.32,4.54,6.92,5.9,8.78,2.49,2.79,3.32
MYCTH_2134429,23.33,24.21,22.29,23.37,25.11,27.69,20.12,18.82,27.38,15.35,15.13,16.15
MYCTH_111331,246.03,252.3,246.56,391.71,378.24,382.29,309.9,332.15,290.21,280.63,300.5,322.26
MYCTH_80109,4.5,5.95,4.22,6.13,5.93,5.41,8.7,8.44,16.91,7.91,7.02,8.27
MYCTH_80104,33.06,27.19,35.28,745.16,747.17,736.73,44.29,35.19,47.1,676.21,675.49,633.93
MYCTH_2305708,0.18,0.23,0.21,11.91,9.25,11.76,0.3,0.41,0.66,8.86,8.37,8.67
MYCTH_2305709,0.45,0.45,0.38,11.67,12.65,12.11,0.6,0.34,2.28,9.59,9.82,9.08
MYCTH_101224,63.52,60.04,56.97,29.49,30.33,27.49,67.21,69.93,67.59,27.83,29.38,29.82
MYCTH_2118798,0.78,1.23,0.51,2.46,2.89,1.57,0.99,0.57,0.55,2.39,1.55,1.38
MYCTH_2305715,1.13,1.25,0.61,2.32,1.96,1.92,0.78,0.32,1.08,1.13,1.37,0.86
MYCTH_101222,0.02,0,0,0.07,0.03,0,0,0,0,0,0,0.04
MYCTH_2305716,12.21,11.41,10.57,19.99,18.3,17.23,11.61,11.59,9.76,15.56,15.3,13.31
MYCTH_50515,0,0,0,0,0,0,0,0,0,0,0,0.07
MYCTH_2305718,21.8,21.56,21.46,44.99,46.04,47.11,18.03,19.24,20.06,29.61,29.9,30.25
MYCTH_2110729,0.08,0.4,0.29,0.13,0.07,0.34,0.36,0.15,0.3,0.04,0.18,0.31
MYCTH_2118800,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2110731,0,0.04,0,0,0.03,0.04,0,0.04,0,0,0,0
MYCTH_2064798,0,0,0,0.09,0.07,0.03,0,0.03,0,0.05,0,0.06
MYCTH_2305722,10.69,9.89,10.09,25.15,24.11,22.64,8.47,8.2,9.49,10.22,15,11.81
MYCTH_2305724,80.12,67.5,69.92,89.5,92.51,93.17,63.17,69.38,67.01,71.9,66.27,60.89
MYCTH_2127454,4.04,4,3.56,4.55,6.12,6.81,2.99,1.84,3.49,3.23,3.47,3.77
MYCTH_2305728,1.28,0.8,1.4,4.27,4.82,4.55,2,1.62,3.04,3.5,3.11,3.06
MYCTH_2127456,0.12,0,0.07,0.22,0.23,0.07,0.12,0.1,0.17,0.02,0.04,0.05
MYCTH_2093327,4.99,4.47,4.23,3.88,4.67,4.9,3.47,2.59,4.42,2.93,1.95,2.23
MYCTH_2305732,29.03,30.02,28.35,47.9,55.8,52.74,25.88,20.55,17.96,32.56,32.99,29.61
MYCTH_103032,1.96,1.45,1.1,47.85,51.61,51.44,5.12,0.67,9.45,83.43,75.76,87.13
MYCTH_2305738,0.03,0.03,0.41,19.57,19.69,19.83,1.56,0,2.86,27.83,26.19,28
MYCTH_2305739,2.95,3.91,3.22,6.74,5.24,4.17,3.19,3.01,4.23,2.63,3.65,3.95
MYCTH_2305741,10.2,7.57,9.97,18.27,17.69,16.31,7.58,8.75,4.76,11.14,13.64,9.47
MYCTH_2305742,14.82,11.63,12.52,19.74,18.82,18.83,8.66,9.19,7.6,13.82,15.1,11.73
MYCTH_2305743,17.55,18.29,20.18,13.23,14.46,15.62,9.99,7.7,6.86,11.75,13.92,12.6
MYCTH_2065222,0,0.09,0,0,0,0,0.04,0.21,0.08,0,0.07,0.08
MYCTH_83051,344.66,347.6,322.43,326.72,330.52,364.5,291.01,281.75,264.39,246.01,237.99,246.08
MYCTH_2305746,1.63,1.76,2.13,3.33,4.07,3.62,1.34,0.98,1.93,1.99,2.31,2.56
MYCTH_2305747,33.43,39.92,31.33,33.21,31.25,32.92,31.77,27.54,29.23,20.52,18.49,25.05
MYCTH_103025,10.63,11.91,12.49,20.79,23.85,23.23,14.06,15.76,16.91,17.9,17.56,16.44
MYCTH_83048,68.49,68.4,67.55,81.33,85.76,84.23,62.41,67.16,64.25,65.77,68.54,67.19
MYCTH_t99,0,0,0,0.27,0,0.53,0,0,0,0,0,0
MYCTH_2305754,26.83,23.31,25.07,57.82,58.79,56.06,22.88,25.02,23.69,36.96,37.8,33.04
MYCTH_103022,0.22,0,0.05,0.43,0.21,0.26,0.21,0.11,0.16,0.1,0.33,0.06
MYCTH_2110752,0,0,0,0,0.11,0.13,0.03,0,0.04,0,0.21,0.15
MYCTH_2305757,12.43,14.81,14,25.86,27.3,29.55,11.21,10.22,17.63,19.44,19.61,19.64
MYCTH_2305759,1.43,2.08,1.42,3.06,2.73,3.21,2.7,1.06,28.76,2.39,2.49,1.73
MYCTH_83041,205.95,210.66,205.87,374.08,380.96,373.06,189.89,181.81,174.81,325.98,348.75,333.18
MYCTH_83040,6.72,7.32,6.31,7.59,7.72,8.49,3.52,3.12,4.38,3.83,3.79,3.52
MYCTH_2127482,89.01,91.31,88.98,139.54,143.09,144.74,82.62,87.57,84.13,96.74,92.11,99.18
MYCTH_2305769,22.36,26.72,22.38,6.36,8.9,9.3,29.15,25.09,31.23,7.72,7.72,10.24
MYCTH_2305770,0.49,0.64,1.06,3.16,3.24,3.06,0.75,0.27,1.26,1.56,1.94,1.61
MYCTH_2305771,0.09,0.09,0.18,0.55,0.77,0.61,0.49,0.22,3.7,0.83,0.82,0.68
MYCTH_t100,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_108416,164.54,157.91,160.74,130.24,136.86,126.42,122.73,117.23,106.47,135.82,133.87,127.36
MYCTH_2305783,1025.27,1128.91,1046.7,1004.52,1010.18,995.41,1036.73,1119.33,1060.82,927.01,914.99,971.24
MYCTH_83025,281.06,255.53,256.77,456.63,457.92,472.23,230.66,255.78,183.76,250.5,233.78,258.14
MYCTH_2305791,11.19,11.32,12.21,18.87,19.21,21.16,7.29,7.45,8.51,10.86,12.59,11.56
MYCTH_2305792,0.54,1,0.89,12.65,12.69,13.05,2.89,1.46,2.39,22.49,18.91,18.98
MYCTH_2305794,1.42,1.22,1.28,8.88,7.91,9.99,3.61,1.31,3.75,10.95,12.69,10.04
MYCTH_2305795,0.45,0.84,0.76,15.25,17.24,16.06,0.74,0.45,1.33,17.22,18.5,17.45
MYCTH_83019,7.41,5.91,8.8,196.51,200.82,193.58,10.86,9.26,14.69,215.66,209.93,210.52
MYCTH_95427,5.01,2.73,4.69,325.34,352.65,343,7.16,2.89,6.92,432.39,428.14,407.25
MYCTH_2305804,5.21,3.55,4.09,7.14,8.07,10.2,2.72,2.12,5.3,7.15,7.5,6.3
MYCTH_52068,0,0,0,0.08,0,0.03,0.32,0.03,8.98,0.06,0,0.03
MYCTH_2305805,0.11,0.08,0.14,0.25,0.18,0.33,0,0.08,0.22,0.13,0.05,0.07
MYCTH_2305806,3.44,3.06,3.78,5.88,3.63,4.06,2.61,2.16,3.47,3.82,3.55,4.03
MYCTH_2305807,3.72,1.49,3.93,6.91,5.06,4.03,1.19,1.55,1.66,4.59,2.86,1.88
MYCTH_2305808,9.21,9.3,11.61,13.03,13.01,13.8,7.92,6.59,6.82,12.84,16.97,14.86
MYCTH_2305811,41.39,38.12,40.21,50.41,53.76,53,35.17,40.27,43.92,37.92,38.77,33.14
MYCTH_2305813,7.68,5.7,8.31,94.23,100.75,105.35,207.1,199.92,274.3,673.05,724.77,623.28
MYCTH_2305814,0.88,0.91,0.56,3.65,3.33,3.98,1.1,0.3,1.79,4.77,5.78,5.82
MYCTH_51742,5.64,5.85,4.68,10.05,10.02,10.89,4.86,2.24,4.39,4.9,4.95,6.41
MYCTH_2305819,0.16,0.37,0.54,1.25,1.22,1.33,0.47,0.26,0.45,0.67,0.59,1
MYCTH_2118844,0.17,0,0,0.11,0.11,0.16,0,0,0.02,0.11,0.15,0.22
MYCTH_2118845,0.1,0.32,0.43,2.13,1.55,1.68,0.22,0.42,0.5,2.86,1.51,1.44
MYCTH_2315428,120.31,130.23,149.82,37.94,28.96,25.85,166.89,159.35,172.9,138.69,132.18,130.31
MYCTH_95413,1.44,1.92,1.98,2.66,2.74,1.56,0.99,1.43,2.12,2.89,2.02,3.11
MYCTH_95412,1.43,0.6,0.29,1.55,2.04,1.83,0.49,0.47,0.09,0.7,0.54,0.49
MYCTH_102997,0.08,0.07,0.03,0.02,0.02,0.04,0.02,0,0.06,0,0.04,0.06
MYCTH_108407,73.01,66.43,50.76,6.98,5.76,5.46,130.65,150.9,136.49,61.41,62.58,69.32
MYCTH_2036724,0.98,1.19,0.3,1.56,1.19,1.29,0.67,0.29,0.59,2.14,1.14,0.96
MYCTH_116603,2.58,2.29,1.9,9.09,6.73,6.39,1.59,1.48,2.23,2.98,4.19,2.4
MYCTH_2305828,10.79,9.52,9.7,15.99,16.24,13.31,7.52,8.71,8.16,13.53,12.93,10.27
MYCTH_2315429,130.07,132.35,131.77,517.17,533.78,515.78,133.64,132.96,195.93,382.77,376.35,359.94
MYCTH_2064545,300.94,348.73,298.1,902.64,888.75,919.8,471.08,547.9,509.12,1143.86,1253.84,1181.97
MYCTH_2045079,0.5,0.27,0.25,0.55,0.88,0.94,0.33,0.23,0.18,0.24,0.4,0.63
MYCTH_2041611,0.18,1.32,0.69,1.5,0.7,1.19,0.43,0.74,1.43,2.79,1.46,2.48
MYCTH_2127519,0.03,0,0.17,0.01,0,0,0.3,0.22,0.11,0.01,0,0
MYCTH_2305838,6.09,7.06,7.4,6.71,3.33,4.66,7.77,11.08,12.67,2.58,4.76,2.75
MYCTH_52839,6.28,6.57,7.13,12.29,11.52,10.92,8.49,5.86,10.84,15.59,15.6,19.57
MYCTH_2305841,4.02,4.74,4.23,6.18,6.61,5.74,3.12,2.39,3.53,4.35,3.98,3.77
MYCTH_69999,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0
MYCTH_2127524,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2064311,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_82995,44.04,40.74,42.62,56.93,60.17,67.6,39.1,46.22,43.25,47.69,39.38,54.64
MYCTH_95399,0,0,0,0.04,0.09,0.08,0,0,0,0,0,0
MYCTH_2065250,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_69995,0,0,0,0,0,0.07,0,0,0,0,0,0
MYCTH_95398,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2305843,18.67,21.93,23.68,27.81,27.91,29.17,13.14,15.42,11.72,15.15,14.41,17.43
MYCTH_2305846,22.18,22.8,21.16,26.44,30.09,33.33,13.5,15.73,18.01,16,17.27,17.95
MYCTH_2305849,17.3,16.72,15,28.83,31.37,30.97,8.98,7.29,9.33,12.98,12.66,13.5
MYCTH_t101,0,0,0,0.57,0,0,0.28,0,0,0,0,0
MYCTH_102985,5.14,4.88,5.02,10.56,12.31,11.28,2.79,2.07,2.81,8.06,8.07,7.56
MYCTH_2065457,0,0,0,0.21,0.11,0,0,0,0.14,0,0,0.82
MYCTH_51627,0.07,0.06,0.08,0.09,0.02,0.04,0.05,0.15,0.05,0.02,0.1,0.02
MYCTH_95391,0,0,0.01,0.09,0.05,0.16,0.02,0,0,0.11,0.06,0.3
MYCTH_2134461,214.86,210.75,234.71,282.74,206.45,212.12,161.7,152.33,137.76,298.69,334.03,285.58
MYCTH_2305857,20.36,18.79,20.21,27.54,25.67,23.33,21.89,20.28,21.45,13.46,13.56,12.79
MYCTH_2305858,0.72,0.53,0.99,1.81,1.28,1.53,0.63,0.42,1.47,0.8,0.5,0.77
MYCTH_2305861,12.87,13.36,13.64,16.55,15.65,11.76,8.63,8.85,7.78,11.07,10.48,12.39
MYCTH_2305865,6.51,6.61,7.27,21.32,21.2,20.79,3.7,3.15,5.72,6.19,7.48,6.82
MYCTH_2305868,1.11,1.31,2.03,2.39,2.15,2.57,1.35,1.19,2.01,2.06,2.78,2.53
MYCTH_2305870,0.67,0.37,0.59,2.74,2.87,2.55,0.62,0.53,0.93,2.35,2.57,2.15
MYCTH_102977,5.47,4.03,6.05,15.83,16.04,14.92,7.97,6.47,6.16,14.46,13.75,13.51
MYCTH_82981,11.59,12.22,11.61,156.15,156.66,157.86,44.18,27.57,163.12,245.49,230.06,243.98
MYCTH_69975,7.63,6.89,6.54,9.66,10.07,10.68,5.83,5.95,5.17,6.16,5.81,5.84
MYCTH_2305878,1.01,2.54,1.63,1.61,1.34,2,1.06,1.13,1.63,1.51,1.29,1.77
MYCTH_2305882,5.93,7.34,5.76,2.86,2.52,2.2,6.93,3.58,6.52,3.93,7.45,6.11
MYCTH_2305886,105.51,105.96,89.57,90.94,90.4,89.36,157.64,161.73,161.26,136.95,143.48,144.78
MYCTH_2305890,188.84,174.94,161.54,83.38,71.89,64.96,261.36,268.67,208.81,243.65,242.27,248.49
MYCTH_2305891,0.52,0.82,0.66,0.26,0.41,0.38,0.93,1.08,1.56,1.86,1.65,1.73
MYCTH_102971,1.19,0.62,1.06,13.05,13.56,11.82,5.49,1.49,14.64,45.65,49.58,41.42
MYCTH_2127554,11.52,9.25,10.63,27.23,18.05,20,11.52,15.06,12.66,19.57,15.55,18.41
MYCTH_52332,0.52,0.31,0.64,5.79,5.21,4.87,1.2,0.31,3.07,18.57,18.92,17.51
MYCTH_2315436,358.74,399.39,373.64,318.44,306.72,314.34,294.39,276.93,265.1,289.89,291.01,318.77
MYCTH_2305903,2.85,3.97,2.63,5.96,5.91,6.61,1.47,1.76,2.52,3.33,3.09,2.55
MYCTH_2065718,17.38,22.11,19.41,34.02,37.84,37.14,17.87,16.72,20.45,14.33,14.06,15.29
MYCTH_102965,41.77,40.77,45.23,448.78,465.94,467.08,171.26,181.19,152.24,54.29,56.31,50.9
MYCTH_52514,0.05,0.25,0.23,1.8,2.28,2.17,0.36,0.31,2.4,1.83,1.72,2.33
MYCTH_2305912,0.16,0.22,0.29,0.43,1.08,1.95,0.37,0.46,0.46,0.82,0.68,0.45
MYCTH_108391,0.61,0.48,0.79,1.24,0.98,1,0.93,0.57,0.93,1.36,0.43,0.52
MYCTH_53905,1.81,1.36,1.42,0.84,0.54,0.9,1.47,1.5,1.42,0.66,0.69,1.27
MYCTH_2134470,211.29,207.58,199.82,153.66,160.3,156.91,201.83,208.91,174.94,106.43,110.63,107.72
MYCTH_2305924,14.26,16.2,14.13,18.03,16.52,20.2,6.95,7.56,6.04,8.62,8.43,9.65
MYCTH_2305926,8.98,12.61,8.61,8.12,9.29,10.62,6.21,4.86,6.75,5.93,5.78,7.3
MYCTH_69953,2.07,3.18,3.16,5.48,5,4.94,4.34,2.23,5.05,3.18,3.43,3.62
MYCTH_2305929,30.49,29.39,27.71,29.56,34.03,35.1,22.03,23.05,24.17,19.05,21.74,18.36
MYCTH_2305931,54.62,59.45,57.67,43.44,40.45,44.12,49.38,46.64,48.26,37.46,34.52,40.53
MYCTH_2139409,69.67,65,65.31,91.44,97.65,96.78,42.76,32.47,40.75,49.08,52.77,49.13
MYCTH_2080800,7.3,8.13,7.59,9.43,10.32,10.4,8,7.99,8.69,4.26,4.84,4.88
MYCTH_2305937,9.18,8.53,8.54,15.22,17.5,15.04,8.07,7.02,8.1,7.8,9.71,9.09
MYCTH_t102,0.29,0.31,0.85,1.16,1.6,1.95,1.12,0,0.29,0,0.51,0
MYCTH_112025,112.24,122.1,118.49,430.74,429.15,431.03,130.92,129.79,117.71,355.57,369.2,329.72
MYCTH_2305943,0.14,0,0.61,0.6,0.52,0.94,0.22,0.57,0,0.26,0.4,0.24
MYCTH_2064750,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2305949,11.77,8.84,10.63,16.24,15.71,17.26,9.25,5.78,10.41,9.72,12.4,9.56
MYCTH_2305950,10.61,12.35,11.71,16.79,19.41,19.66,8.15,7.44,7.63,9.13,11.35,11.7
MYCTH_52807,0.17,0,0,0,0,0.5,0.08,0,0,0,0,0
MYCTH_2305952,14.76,15.95,15.12,17.47,15.99,16.6,23.17,22.97,32.26,11.6,9.81,12.51
MYCTH_2127585,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2305956,7.11,7.61,6.77,13.32,14.54,13.72,5.14,4.53,6.85,6.29,7.39,7.02
MYCTH_2110837,20.63,19.94,21.36,30.09,30.63,30.28,17.48,16.4,18.64,20.74,20.93,23.77
MYCTH_2305962,12.33,12.6,12.15,15.8,8.36,8.57,12.7,15,15.59,10.75,12.58,10.64
MYCTH_2065690,5.75,7.58,5.88,8.66,7.29,7.69,4.51,4.64,5.29,5.27,5.1,6.16
MYCTH_2110839,0.7,0.64,0.85,1.34,1.53,1.31,0.37,0.99,1.42,1.35,0.86,0.67
MYCTH_2305964,0.23,0.37,0.28,0.41,0.55,1.17,0.28,0.18,0.29,0.63,0.61,0.24
MYCTH_2064803,0.16,0.43,0.17,0,0.03,0.06,0.3,0.08,0,0.05,0.14,0.16
MYCTH_2305966,0.57,1.09,1.18,1.49,1.8,1.85,0.55,1.27,0.46,0.63,1.2,1.39
MYCTH_2305972,17.95,15.83,15.35,39.96,43.6,41.42,9.88,9,10.63,20.86,21.27,19.28
MYCTH_102943,12.01,13.76,12.59,14.41,17.09,15.44,9.53,11.67,9.83,12.15,11.47,12.98
MYCTH_t103,0,0,0,0.85,0,0,0,0,0.86,0,0.25,0.29
MYCTH_2305976,9.07,9.42,8.87,9.49,7.87,8.72,8.06,8.3,8.84,5.12,7.06,5.77
MYCTH_2080826,12.12,13.29,12.1,17.71,18.01,17.87,6.23,5.08,8.56,9.09,8.88,9.41
MYCTH_t104,0,0,0,1.02,0,0,0,0,0,0.23,0,0
MYCTH_t130,0,0,0,0,0.91,0,0,0,0,0,0,0
MYCTH_2305977,0.35,0.56,0.52,1.56,1.48,2.13,0.66,0.21,2.3,2.4,2.68,2.59
MYCTH_2063115,0,0,0,0,0.07,0,0,0,0,0,0,0
MYCTH_2305978,36.21,36.5,35.2,79.65,87.9,86.72,23.99,17.57,23.45,44.69,42.99,44.53
MYCTH_95335,1.94,1.71,1.42,3.35,4.15,3.57,1.07,0.89,1.47,1.11,1.56,1.15
MYCTH_2305979,21.93,20.47,19.28,30.38,32.16,30.38,9.05,11.7,11.05,15.07,15.05,16.85
MYCTH_t129,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2305981,1.27,0.37,0.94,2.2,2.22,2.3,0.59,0.64,1.44,1.88,1.24,1.75
MYCTH_2063204,0,0.06,0.14,0.05,0.19,0.08,0.25,0,0.65,0.09,0.05,0
MYCTH_2037656,9.15,8.05,8.33,8.94,9.57,9.26,7.09,7.4,7.92,6.26,7.38,8.03
MYCTH_2305985,4.99,3.62,3.77,4.34,4.73,4.16,4.46,3.69,5.16,4.03,3.98,4.36
MYCTH_2063555,0.19,0.31,0.23,0.36,0.32,0.5,0.19,0.12,0.54,0.35,0.3,0.37
MYCTH_2305988,4.47,5.3,4.68,4.57,4.31,4.41,3.75,3.95,4.01,3.38,3.07,3.47
MYCTH_2305992,1.24,0.86,2.49,4.11,4.4,4.28,2.85,1.59,4.87,2.82,3.88,2.87
