Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MYCTH_2299450	3415.05829327443	-1.29998082588439	0.0625777321798616	-20.7738564598021	7.46199074273026e-96	1.06141240415281e-94
MYCTH_112905	2300.47699608354	2.22403342380388	0.078124997473235	28.4676287454065	2.9488469600544e-178	9.21568486092915e-177
MYCTH_2299456	2307.46042148488	0.1598954323056	0.091913405425989	1.73963124926703	0.0819237884639341	0.0988743341249708
MYCTH_2299460	2698.36878418446	0.991012821835188	0.0703166843401658	14.0935658604299	4.16013470316189e-45	2.5813937292156e-44
MYCTH_2299462	5534.95155576856	-2.22025603711172	0.0676105479993977	-32.8389001836149	1.64061143721322e-236	7.43309827346922e-235
MYCTH_2299464	3205.66058506606	0.660552333571803	0.066119162946291	9.99033115571008	1.6801948326678e-23	5.98731100796269e-23
MYCTH_2299469	33.0581772189712	0.0892832964718238	0.394401877758073	0.226376448761713	0.820908643677791	0.83793547691178
MYCTH_2299470	5272.53261507821	1.49350968903824	0.105947086979322	14.0967508557337	3.97661397390797e-45	2.471099089882e-44
MYCTH_2299473	188.682113759443	-0.936660090336973	0.184493657777657	-5.07692297729709	3.83596279958749e-07	7.05332820546869e-07
MYCTH_2116256	581.632976568658	-1.19566331932633	0.116789023586422	-10.2378055968723	1.34246645287414e-24	4.94431838105859e-24
MYCTH_2299478	368.569025356606	0.983806116482718	0.162273997678503	6.0626232825781	1.3391908475544e-09	2.83008174422712e-09
MYCTH_2299479	53.5530636386926	0.00939316738773491	0.330595636279331	0.0284128595690184	0.977332867889718	0.979391614714998
MYCTH_2299483	12093.9921837816	3.89242254536637	0.0582819491065667	66.7860736477635	0	0
MYCTH_2299489	513.949731045742	-1.14689008388317	0.121281279020868	-9.45644779756844	3.18582191924851e-21	1.05410328804192e-20
MYCTH_97480	87.0947700118752	0.297797733017922	0.250523531595095	1.18870164060769	0.234557094802205	0.2649402984819
MYCTH_104802	5176.99666722144	0.648821099051192	0.0643227850583013	10.086955943576	6.30958486025971e-24	2.27490421719596e-23
MYCTH_2124479	422.148610361478	-0.608449273314324	0.139892193384395	-4.34941549341806	1.3650087181961e-05	2.26172013427112e-05
