GO	GENE	CLASS
GO:0000724	MYCTH_2309195	BP
GO:0008080	MYCTH_114738	MF
GO:0004596	MYCTH_114738	MF
GO:0006784	MYCTH_2306984	BP
GO:0004181	MYCTH_111035	MF
GO:0006113	MYCTH_2298841	BP
GO:0003824	MYCTH_2304944	MF
GO:0000166	MYCTH_2306029	MF
GO:0004814	MYCTH_2306029	MF
GO:0004672	MYCTH_2302763	MF
GO:0016311	MYCTH_2300403	BP
GO:0004721	MYCTH_2300403	MF
GO:0006508	MYCTH_2297469	BP
GO:0004252	MYCTH_2297469	MF
GO:0003723	MYCTH_2303370	MF
GO:0000398	MYCTH_2303370	BP
GO:0003743	MYCTH_2297063	MF
GO:0003824	MYCTH_2296474	MF
GO:0006099	MYCTH_2296474	BP
GO:0006508	MYCTH_2302478	BP
GO:0008270	MYCTH_2302478	MF
GO:0008237	MYCTH_2302478	MF
GO:0004379	MYCTH_2308395	MF
GO:0000145	MYCTH_2302374	CC
GO:0005524	MYCTH_2308880	MF
GO:0022857	MYCTH_82100	MF
GO:0000774	MYCTH_2316726	MF
GO:0006457	MYCTH_2316726	BP
GO:0016020	MYCTH_2300094	CC
GO:0005758	MYCTH_2315637	CC
GO:0000172	MYCTH_2306857	CC
GO:0016020	MYCTH_2306857	CC
GO:0015078	MYCTH_2316407	MF
GO:0005515	MYCTH_2304479	MF
GO:0006996	MYCTH_2304479	BP
GO:0000398	MYCTH_2050348	BP
GO:0008608	MYCTH_2299067	BP
GO:0004553	MYCTH_78568	MF
GO:0005975	MYCTH_55581	BP
GO:0031307	MYCTH_2305598	CC
GO:0016021	MYCTH_2312267	CC
GO:0022857	MYCTH_2312267	MF
GO:0046982	MYCTH_2298524	MF
GO:0005524	MYCTH_2300299	MF
GO:0003677	MYCTH_2299306	MF
GO:0005515	MYCTH_2297483	MF
GO:0003824	MYCTH_2294099	MF
GO:0006520	MYCTH_2294099	BP
GO:0005515	MYCTH_2305107	MF
GO:0004672	MYCTH_2305107	MF
GO:0005524	MYCTH_2305107	MF
GO:0007165	MYCTH_2305107	BP
GO:0005515	MYCTH_2299554	MF
GO:0000981	MYCTH_2310947	MF
GO:0003824	MYCTH_2296691	MF
GO:0005515	MYCTH_2112463	MF
GO:0004601	MYCTH_2111533	MF
GO:0003723	MYCTH_2310999	MF
GO:0003676	MYCTH_2310999	MF
GO:0004553	MYCTH_2307767	MF
GO:0016020	MYCTH_2299322	CC
GO:0033178	MYCTH_2297977	CC
GO:0016787	MYCTH_2299907	MF
GO:0070628	MYCTH_2313303	MF
GO:0003824	MYCTH_2297263	MF
GO:0004739	MYCTH_2297263	MF
GO:0106035	MYCTH_2295207	BP
GO:0003824	MYCTH_108416	MF
GO:0016757	MYCTH_108416	MF
GO:0003712	MYCTH_2302765	MF
GO:0005634	MYCTH_2305556	CC
GO:0016791	MYCTH_2310306	MF
GO:0003868	MYCTH_85068	MF
GO:0015098	MYCTH_2300334	MF
GO:0043130	MYCTH_2298958	MF
GO:0005515	MYCTH_2298958	MF
GO:0005524	MYCTH_2299158	MF
GO:0004553	MYCTH_90182	MF
GO:0005515	MYCTH_2023245	MF
GO:0006508	MYCTH_2064824	BP
GO:0006888	MYCTH_2305195	BP
GO:0003735	MYCTH_2145592	MF
GO:0004650	MYCTH_55717	MF
GO:0016836	MYCTH_2305741	MF
GO:0004122	MYCTH_2080506	MF
GO:0006535	MYCTH_2080506	BP
GO:0004055	MYCTH_2312789	MF
GO:0004553	MYCTH_109566	MF
GO:0005576	MYCTH_109566	CC
GO:0004553	MYCTH_80104	MF
GO:0051536	MYCTH_2300183	MF
GO:0003824	MYCTH_2300183	MF
GO:0016491	MYCTH_2300183	MF
GO:0016020	MYCTH_2303876	CC
GO:0005525	MYCTH_2299109	MF
GO:0003924	MYCTH_2299109	MF
GO:0003735	MYCTH_2300408	MF
GO:0005515	MYCTH_2308558	MF
GO:0003743	MYCTH_2308558	MF
GO:0005515	MYCTH_2308539	MF
GO:0005049	MYCTH_2309153	MF
GO:0006886	MYCTH_2309153	BP
GO:0051168	MYCTH_2309153	BP
GO:0008654	MYCTH_2311495	BP
GO:0005515	MYCTH_2113210	MF
GO:0003712	MYCTH_2301973	MF
GO:0008608	MYCTH_73682	BP
GO:0005634	MYCTH_73682	CC
GO:0005758	MYCTH_2299655	CC
GO:0006886	MYCTH_2309332	BP
GO:0006606	MYCTH_2309332	BP
GO:0005515	MYCTH_2309332	MF
GO:0003968	MYCTH_2071684	MF
GO:0005515	MYCTH_2300138	MF
GO:0004497	MYCTH_112051	MF
GO:0005506	MYCTH_112051	MF
GO:0004252	MYCTH_2305771	MF
GO:0008236	MYCTH_2305771	MF
GO:0006508	MYCTH_2305771	BP
GO:0005515	MYCTH_2132417	MF
GO:0003922	MYCTH_2096434	MF
GO:0005524	MYCTH_2096434	MF
GO:0022857	MYCTH_2307310	MF
GO:0005515	MYCTH_2301813	MF
GO:0005507	MYCTH_99853	MF
GO:0003676	MYCTH_2311660	MF
GO:0003723	MYCTH_2311660	MF
GO:0003700	MYCTH_2299061	MF
GO:0003824	MYCTH_2305575	MF
GO:0016616	MYCTH_2305575	MF
GO:0016491	MYCTH_2305575	MF
GO:0006099	MYCTH_2305575	BP
GO:0006108	MYCTH_2305575	BP
GO:0071949	MYCTH_2297573	MF
GO:0016491	MYCTH_2297573	MF
GO:0016899	MYCTH_2297573	MF
GO:0003885	MYCTH_2297573	MF
GO:0050660	MYCTH_2297573	MF
GO:0000278	MYCTH_2306824	BP
GO:0004077	MYCTH_2119403	MF
GO:0006464	MYCTH_2119403	BP
GO:0003723	MYCTH_2308686	MF
GO:0003676	MYCTH_2308686	MF
GO:0008033	MYCTH_2294405	BP
GO:0003824	MYCTH_2294405	MF
GO:0003677	MYCTH_2307010	MF
GO:0005515	MYCTH_39658	MF
GO:0000981	MYCTH_44521	MF
GO:0003677	MYCTH_44521	MF
GO:0005783	MYCTH_72822	CC
GO:0005515	MYCTH_2300216	MF
GO:0055085	MYCTH_2316652	BP
GO:0005315	MYCTH_2316652	MF
GO:0001522	MYCTH_58299	BP
GO:0003723	MYCTH_58299	MF
GO:0003723	MYCTH_2313192	MF
GO:0003676	MYCTH_2313192	MF
GO:0015140	MYCTH_2306033	MF
GO:0016021	MYCTH_2306033	CC
GO:0005096	MYCTH_2306719	MF
GO:0005085	MYCTH_2294980	MF
GO:0005634	MYCTH_2307970	CC
GO:0016021	MYCTH_108924	CC
GO:0016020	MYCTH_108924	CC
GO:0022857	MYCTH_108924	MF
GO:0003824	MYCTH_2313004	MF
GO:0007059	MYCTH_2311445	BP
GO:0006144	MYCTH_2314839	BP
GO:0022857	MYCTH_2115336	MF
GO:0003677	MYCTH_50021	MF
GO:0005737	MYCTH_2142599	CC
GO:0005515	MYCTH_2296139	MF
GO:0019005	MYCTH_2296139	CC
GO:0008496	MYCTH_78540	MF
GO:0005975	MYCTH_78540	BP
GO:0008496	MYCTH_2302223	MF
GO:0005975	MYCTH_2302223	BP
GO:0005085	MYCTH_2305515	MF
GO:0003735	MYCTH_2107102	MF
GO:0003723	MYCTH_2107102	MF
GO:0000159	MYCTH_2302206	CC
GO:0003924	MYCTH_2092577	MF
GO:0005525	MYCTH_2092577	MF
GO:0005524	MYCTH_2310676	MF
GO:0000981	MYCTH_2299922	MF
GO:0005811	MYCTH_2301834	CC
GO:0003824	MYCTH_2309422	MF
GO:0008483	MYCTH_2309422	MF
GO:0016192	MYCTH_2310471	BP
GO:0006886	MYCTH_2310471	BP
GO:0000166	MYCTH_2301210	MF
GO:0071949	MYCTH_2299772	MF
GO:0005634	MYCTH_2300056	CC
GO:0004402	MYCTH_2300056	MF
GO:0003735	MYCTH_83980	MF
GO:0005515	MYCTH_2309017	MF
GO:0022857	MYCTH_2300600	MF
GO:0000398	MYCTH_2314770	BP
GO:0016020	MYCTH_2298918	CC
GO:0005227	MYCTH_2298918	MF
GO:0019239	MYCTH_2119593	MF
GO:0009055	MYCTH_2296450	MF
GO:0006886	MYCTH_80081	BP
GO:0017056	MYCTH_2309310	MF
GO:0046373	MYCTH_42071	BP
GO:0007062	MYCTH_2031554	BP
GO:0005515	MYCTH_2306100	MF
GO:0006457	MYCTH_2296918	BP
GO:0016791	MYCTH_2311481	MF
GO:0043169	MYCTH_2311481	MF
GO:0004722	MYCTH_2311481	MF
GO:0006032	MYCTH_2308758	BP
GO:0005515	MYCTH_2294490	MF
GO:0004601	MYCTH_2300931	MF
GO:0016020	MYCTH_85367	CC
GO:0005886	MYCTH_85367	CC
GO:0016757	MYCTH_2301308	MF
GO:0005524	MYCTH_2311921	MF
GO:0004315	MYCTH_68164	MF
GO:0016740	MYCTH_68164	MF
GO:0016746	MYCTH_68164	MF
GO:0003824	MYCTH_68164	MF
GO:0031177	MYCTH_68164	MF
GO:0035091	MYCTH_2307037	MF
GO:0005515	MYCTH_2307037	MF
GO:0004252	MYCTH_2299092	MF
GO:0006508	MYCTH_2299092	BP
GO:0006465	MYCTH_2299092	BP
GO:0016651	MYCTH_2295737	MF
GO:0000956	MYCTH_57908	BP
GO:0006506	MYCTH_2297811	BP
GO:0022857	MYCTH_2308103	MF
GO:0000938	MYCTH_2301406	CC
GO:0042147	MYCTH_2301406	BP
GO:0016838	MYCTH_53945	MF
GO:0003723	MYCTH_2115531	MF
GO:0000178	MYCTH_2115531	CC
GO:0003779	MYCTH_2298240	MF
GO:0005543	MYCTH_2298240	MF
GO:0006897	MYCTH_2298240	BP
GO:0005515	MYCTH_2313641	MF
GO:0016020	MYCTH_2307966	CC
GO:0005515	MYCTH_2299856	MF
GO:0016301	MYCTH_2299645	MF
GO:0003951	MYCTH_2299645	MF
GO:0005669	MYCTH_2311537	CC
GO:0003684	MYCTH_109373	MF
GO:0005750	MYCTH_2091473	CC
GO:0005515	MYCTH_2073132	MF
GO:0006508	MYCTH_80274	BP
GO:0046983	MYCTH_2306768	MF
GO:0032933	MYCTH_2306768	BP
GO:0000009	MYCTH_2316301	MF
GO:0005515	MYCTH_107255	MF
GO:0006283	MYCTH_107255	BP
GO:0003677	MYCTH_2314258	MF
GO:0008080	MYCTH_2313181	MF
GO:0005471	MYCTH_2316753	MF
GO:0055085	MYCTH_2316753	BP
GO:0005524	MYCTH_73867	MF
GO:0005515	MYCTH_73867	MF
GO:0006281	MYCTH_2302789	BP
GO:0004407	MYCTH_62332	MF
GO:0005515	MYCTH_2315227	MF
GO:0030145	MYCTH_2127963	MF
GO:0016491	MYCTH_2136940	MF
GO:0006673	MYCTH_2309770	BP
GO:0003676	MYCTH_2302247	MF
GO:0005515	MYCTH_2297855	MF
GO:0001671	MYCTH_2306260	MF
GO:0016020	MYCTH_2316003	CC
GO:0008237	MYCTH_2067839	MF
GO:0005515	MYCTH_114796	MF
GO:0005085	MYCTH_2144606	MF
GO:0005515	MYCTH_2144606	MF
GO:0003723	MYCTH_2305032	MF
GO:0016021	MYCTH_2296643	CC
GO:0003824	MYCTH_2082262	MF
GO:0003825	MYCTH_2082262	MF
GO:0005742	MYCTH_2298552	CC
GO:0005524	MYCTH_2297338	MF
GO:0031932	MYCTH_2304257	CC
GO:0000981	MYCTH_102871	MF
GO:0003677	MYCTH_102871	MF
GO:0008270	MYCTH_2300902	MF
GO:0004518	MYCTH_2308790	MF
GO:0003677	MYCTH_2308790	MF
GO:0016788	MYCTH_2308790	MF
GO:0005515	MYCTH_2300922	MF
GO:0004842	MYCTH_2300922	MF
GO:0004674	MYCTH_2295177	MF
GO:0004672	MYCTH_2295177	MF
GO:0005576	MYCTH_101354	CC
GO:0005634	MYCTH_2302217	CC
GO:0005525	MYCTH_2297831	MF
GO:0046872	MYCTH_2294433	MF
GO:0000166	MYCTH_2294433	MF
GO:0005215	MYCTH_2294433	MF
GO:0005507	MYCTH_2294433	MF
GO:0006812	MYCTH_2294433	BP
GO:0003824	MYCTH_2087807	MF
GO:0004553	MYCTH_2087807	MF
GO:0008270	MYCTH_2304452	MF
GO:0008237	MYCTH_78093	MF
GO:0003735	MYCTH_2314728	MF
GO:0016616	MYCTH_2304102	MF
GO:0003862	MYCTH_2304102	MF
GO:0000287	MYCTH_2304102	MF
GO:0003877	MYCTH_2128775	MF
GO:0005634	MYCTH_2307401	CC
GO:0004553	MYCTH_37570	MF
GO:0003723	MYCTH_2142826	MF
GO:0019843	MYCTH_2142826	MF
GO:0016491	MYCTH_2123414	MF
GO:0016021	MYCTH_2296687	CC
GO:0006367	MYCTH_2306496	BP
GO:0005673	MYCTH_2306496	CC
GO:0016810	MYCTH_2307404	MF
GO:0042132	MYCTH_2306943	MF
GO:0005975	MYCTH_2306943	BP
GO:0016020	MYCTH_2301280	CC
GO:0016021	MYCTH_2301280	CC
GO:0003676	MYCTH_2311559	MF
GO:0003723	MYCTH_2311559	MF
GO:0000184	MYCTH_2311559	BP
GO:0006298	MYCTH_2086451	BP
GO:0005524	MYCTH_2086451	MF
GO:0005634	MYCTH_2306931	CC
GO:0000290	MYCTH_2096067	BP
GO:0022857	MYCTH_2303238	MF
GO:0003924	MYCTH_2140896	MF
GO:0005525	MYCTH_2140896	MF
GO:0005515	MYCTH_94025	MF
GO:0000166	MYCTH_2302129	MF
GO:0005215	MYCTH_2302129	MF
GO:0000287	MYCTH_2302129	MF
GO:0001522	MYCTH_2302467	BP
GO:0006396	MYCTH_2302467	BP
GO:0008677	MYCTH_2309751	MF
GO:0016491	MYCTH_2309751	MF
GO:0016788	MYCTH_2307345	MF
GO:0005515	MYCTH_2296465	MF
GO:0004222	MYCTH_2310556	MF
GO:0008237	MYCTH_2310556	MF
GO:0005515	MYCTH_2305668	MF
GO:0003824	MYCTH_2297116	MF
GO:0005524	MYCTH_2060907	MF
GO:0005506	MYCTH_2092086	MF
GO:0004176	MYCTH_2301126	MF
GO:0005524	MYCTH_2301126	MF
GO:0006694	MYCTH_42269	BP
GO:0008168	MYCTH_42269	MF
GO:0016491	MYCTH_2312270	MF
GO:0000329	MYCTH_12171	CC
GO:0003735	MYCTH_2302420	MF
GO:0003735	MYCTH_2312771	MF
GO:0005515	MYCTH_2115815	MF
GO:0043248	MYCTH_2051640	BP
GO:0016846	MYCTH_2301671	MF
GO:0006790	MYCTH_2306314	BP
GO:0046855	MYCTH_2306314	BP
GO:0046854	MYCTH_2306314	BP
GO:0032592	MYCTH_2311026	CC
GO:0004348	MYCTH_101800	MF
GO:0004336	MYCTH_101800	MF
GO:0016021	MYCTH_2309271	CC
GO:0032366	MYCTH_2051835	BP
GO:0000398	MYCTH_2316657	BP
GO:0000387	MYCTH_2316657	BP
GO:0016773	MYCTH_2116851	MF
GO:0004616	MYCTH_2296247	MF
GO:0050661	MYCTH_2296247	MF
GO:0016491	MYCTH_2296247	MF
GO:0005525	MYCTH_2299309	MF
GO:0003924	MYCTH_2299309	MF
GO:0000166	MYCTH_112471	MF
GO:0005975	MYCTH_2308351	BP
GO:0003824	MYCTH_2308351	MF
GO:0003700	MYCTH_2300382	MF
GO:0031011	MYCTH_79373	CC
GO:0003861	MYCTH_2299349	MF
GO:0016020	MYCTH_2305218	CC
GO:0008080	MYCTH_2112674	MF
GO:0016747	MYCTH_2112674	MF
GO:0046872	MYCTH_102797	MF
GO:0000166	MYCTH_102797	MF
GO:0005215	MYCTH_102797	MF
GO:0006812	MYCTH_102797	BP
GO:0003735	MYCTH_2315711	MF
GO:0003723	MYCTH_2315711	MF
GO:0000030	MYCTH_2310660	MF
GO:0016757	MYCTH_2310660	MF
GO:0003723	MYCTH_2314126	MF
GO:0003676	MYCTH_2314126	MF
GO:0003824	MYCTH_2299886	MF
GO:0005789	MYCTH_2132318	CC
GO:0005680	MYCTH_2312667	CC
GO:0005634	MYCTH_2307332	CC
GO:0004519	MYCTH_2300873	MF
GO:0016746	MYCTH_2309581	MF
GO:0005743	MYCTH_2295684	CC
GO:0006189	MYCTH_2311243	BP
GO:0009058	MYCTH_2311243	BP
GO:0005509	MYCTH_2074176	MF
GO:0003677	MYCTH_2301118	MF
GO:0003777	MYCTH_2308360	MF
GO:0005515	MYCTH_2296628	MF
GO:0006886	MYCTH_2296628	BP
GO:0006886	MYCTH_2302354	BP
GO:0005515	MYCTH_2302354	MF
GO:0046872	MYCTH_2295261	MF
GO:0004222	MYCTH_2295261	MF
GO:0016787	MYCTH_106798	MF
GO:0004190	MYCTH_2118744	MF
GO:0005515	MYCTH_68564	MF
GO:0004591	MYCTH_2312383	MF
GO:0016624	MYCTH_2312383	MF
GO:0031507	MYCTH_2298606	BP
GO:0003723	MYCTH_2301585	MF
GO:0000287	MYCTH_2301585	MF
GO:0000166	MYCTH_2301585	MF
GO:0004826	MYCTH_2301585	MF
GO:0022857	MYCTH_2297070	MF
GO:0016021	MYCTH_2297070	CC
GO:0016746	MYCTH_96206	MF
GO:0016740	MYCTH_96206	MF
GO:0009058	MYCTH_96206	BP
GO:0031177	MYCTH_96206	MF
GO:0004315	MYCTH_96206	MF
GO:0005515	MYCTH_2086765	MF
GO:0005524	MYCTH_2315513	MF
GO:0005524	MYCTH_2309752	MF
GO:0000287	MYCTH_2295514	MF
GO:0004449	MYCTH_2295514	MF
GO:0016616	MYCTH_2295514	MF
GO:0003723	MYCTH_2026172	MF
GO:0055085	MYCTH_2135313	BP
GO:0016021	MYCTH_2296368	CC
GO:0004497	MYCTH_2307054	MF
GO:0003755	MYCTH_2294210	MF
GO:0005741	MYCTH_2080045	CC
GO:0005515	MYCTH_2308247	MF
GO:0007064	MYCTH_2305145	BP
GO:0008703	MYCTH_40367	MF
GO:0006811	MYCTH_2302240	BP
GO:0016020	MYCTH_2302240	CC
GO:0006396	MYCTH_2120042	BP
GO:0016757	MYCTH_2303565	MF
GO:0000026	MYCTH_2303565	MF
GO:0003677	MYCTH_2299136	MF
GO:0006367	MYCTH_2299136	BP
GO:0008017	MYCTH_2141282	MF
GO:0004471	MYCTH_2302433	MF
GO:0051287	MYCTH_2302433	MF
GO:0004470	MYCTH_2302433	MF
GO:0004377	MYCTH_2312819	MF
GO:0016757	MYCTH_2312819	MF
GO:0043386	MYCTH_2307937	BP
GO:0016620	MYCTH_2299551	MF
GO:0016491	MYCTH_2299551	MF
GO:0016657	MYCTH_106768	MF
GO:0016491	MYCTH_106768	MF
GO:0004190	MYCTH_2312694	MF
GO:0006511	MYCTH_2295637	BP
GO:0016491	MYCTH_54815	MF
GO:0042274	MYCTH_2302424	BP
GO:0008080	MYCTH_2313040	MF
GO:0004129	MYCTH_2298230	MF
GO:0004672	MYCTH_2307713	MF
GO:0005515	MYCTH_2303157	MF
GO:0042254	MYCTH_2091453	BP
GO:0016627	MYCTH_2308787	MF
GO:0003987	MYCTH_2097501	MF
GO:0003676	MYCTH_2072459	MF
GO:0005515	MYCTH_2304622	MF
GO:0003676	MYCTH_2304622	MF
GO:0006396	MYCTH_2304622	BP
GO:0006364	MYCTH_2304622	BP
GO:0005643	MYCTH_2304994	CC
GO:0003723	MYCTH_2312856	MF
GO:0003677	MYCTH_2306864	MF
GO:0003700	MYCTH_2315566	MF
GO:0016491	MYCTH_2299438	MF
GO:0008670	MYCTH_2299438	MF
GO:0003796	MYCTH_107866	MF
GO:0005975	MYCTH_2295601	BP
GO:0004134	MYCTH_2295601	MF
GO:0022857	MYCTH_102977	MF
GO:0003676	MYCTH_2069012	MF
GO:0015074	MYCTH_2069012	BP
GO:0000387	MYCTH_2297476	BP
GO:0005634	MYCTH_2294814	CC
GO:0016616	MYCTH_2299819	MF
GO:0051287	MYCTH_2299819	MF
GO:0008033	MYCTH_2305317	BP
GO:0008080	MYCTH_106827	MF
GO:0006413	MYCTH_2301162	BP
GO:0003743	MYCTH_2301162	MF
GO:0006270	MYCTH_2294999	BP
GO:0003712	MYCTH_2310270	MF
GO:0071816	MYCTH_2312690	BP
GO:0043529	MYCTH_2312690	CC
GO:0003743	MYCTH_39101	MF
GO:0003746	MYCTH_2302076	MF
GO:0005515	MYCTH_2302076	MF
GO:0017136	MYCTH_106388	MF
GO:0070403	MYCTH_106388	MF
GO:0004553	MYCTH_50705	MF
GO:0009044	MYCTH_50705	MF
GO:0003735	MYCTH_2304055	MF
GO:0005524	MYCTH_75824	MF
GO:0003723	MYCTH_2303808	MF
GO:0003676	MYCTH_2303808	MF
GO:0000786	MYCTH_67855	CC
GO:0046982	MYCTH_67855	MF
GO:0003677	MYCTH_67855	MF
GO:0005839	MYCTH_2299195	CC
GO:0019773	MYCTH_2299195	CC
GO:0006511	MYCTH_2299195	BP
GO:0016810	MYCTH_99103	MF
GO:0022857	MYCTH_84164	MF
GO:0016021	MYCTH_84164	CC
GO:0030170	MYCTH_2311371	MF
GO:0070042	MYCTH_2304875	MF
GO:0003723	MYCTH_2298716	MF
GO:0006450	MYCTH_2297256	BP
GO:0003677	MYCTH_2301643	MF
GO:0000981	MYCTH_2301643	MF
GO:0005262	MYCTH_2301294	MF
GO:0005515	MYCTH_2301294	MF
GO:0006364	MYCTH_2310685	BP
GO:0005634	MYCTH_2310685	CC
GO:0006886	MYCTH_2298121	BP
GO:0006606	MYCTH_2298121	BP
GO:0005515	MYCTH_2298121	MF
GO:0005975	MYCTH_59997	BP
GO:0005515	MYCTH_2311953	MF
GO:0043130	MYCTH_2311953	MF
GO:0005524	MYCTH_2070001	MF
GO:0008716	MYCTH_2070001	MF
GO:0005515	MYCTH_2311790	MF
GO:0055085	MYCTH_2310984	BP
GO:0003824	MYCTH_2295490	MF
GO:0006914	MYCTH_2302779	BP
GO:0015078	MYCTH_112204	MF
GO:0006355	MYCTH_73315	BP
GO:0042799	MYCTH_73315	MF
GO:0032515	MYCTH_2312519	BP
GO:0016491	MYCTH_2090554	MF
GO:0006508	MYCTH_2302738	BP
GO:0006457	MYCTH_2094933	BP
GO:0016887	MYCTH_2094933	MF
GO:0006888	MYCTH_2300729	BP
GO:0090114	MYCTH_2300729	BP
GO:0030975	MYCTH_2305592	MF
GO:0005524	MYCTH_2305592	MF
GO:0006772	MYCTH_2305592	BP
GO:0032040	MYCTH_2309927	CC
GO:0016021	MYCTH_2309618	CC
GO:0005975	MYCTH_2065851	BP
GO:0046872	MYCTH_2312147	MF
GO:0009253	MYCTH_2312918	BP
GO:0016788	MYCTH_2071905	MF
GO:1903830	MYCTH_90985	BP
GO:0030001	MYCTH_90985	BP
GO:0006355	MYCTH_2295346	BP
GO:0006355	MYCTH_2297073	BP
GO:0016021	MYCTH_2061857	CC
GO:0005524	MYCTH_2061857	MF
GO:0005840	MYCTH_2300549	CC
GO:0034551	MYCTH_2309533	BP
GO:0046416	MYCTH_60632	BP
GO:0003735	MYCTH_2314933	MF
GO:0031145	MYCTH_2311299	BP
GO:0006355	MYCTH_2297059	BP
GO:0015116	MYCTH_2300067	MF
GO:0016853	MYCTH_89872	MF
GO:0005737	MYCTH_2304586	CC
GO:0004812	MYCTH_2304529	MF
GO:0004826	MYCTH_2304529	MF
GO:0031201	MYCTH_2302111	CC
GO:0016192	MYCTH_2302111	BP
GO:0016020	MYCTH_2314691	CC
GO:0051536	MYCTH_2301807	MF
GO:0051731	MYCTH_2310812	MF
GO:0016758	MYCTH_2296388	MF
GO:0005524	MYCTH_2301403	MF
GO:0016021	MYCTH_2304406	CC
GO:0005524	MYCTH_2114843	MF
GO:0006367	MYCTH_2294640	BP
GO:0008234	MYCTH_2295609	MF
GO:0051568	MYCTH_117625	BP
GO:0006099	MYCTH_2309261	BP
GO:0033167	MYCTH_2070352	CC
GO:0016779	MYCTH_2306594	MF
GO:0005525	MYCTH_2306594	MF
GO:0006355	MYCTH_2305582	BP
GO:0006351	MYCTH_2305582	BP
GO:0006412	MYCTH_2315249	BP
GO:0070403	MYCTH_86143	MF
GO:0030170	MYCTH_2304900	MF
GO:0009448	MYCTH_2304900	BP
GO:1990904	MYCTH_2315602	CC
GO:0032543	MYCTH_2082154	BP
GO:0030697	MYCTH_2312817	MF
GO:0008173	MYCTH_2312817	MF
GO:0006468	MYCTH_2303514	BP
GO:0006396	MYCTH_2310878	BP
GO:0045292	MYCTH_2310878	BP
GO:0000287	MYCTH_2295989	MF
GO:0000922	MYCTH_2299193	CC
GO:0032259	MYCTH_2300833	BP
GO:0031167	MYCTH_2300833	BP
GO:0006364	MYCTH_2300833	BP
GO:0005840	MYCTH_2122073	CC
GO:0016887	MYCTH_2296919	MF
GO:0006508	MYCTH_2112475	BP
GO:0006351	MYCTH_2294854	BP
GO:0016763	MYCTH_2300653	MF
GO:0008479	MYCTH_2300653	MF
GO:0071704	MYCTH_2296536	BP
GO:0004749	MYCTH_2312083	MF
GO:0016772	MYCTH_2134429	MF
GO:0002098	MYCTH_2306919	BP
GO:0006351	MYCTH_2303243	BP
GO:0030170	MYCTH_2303566	MF
GO:0045033	MYCTH_2309335	BP
GO:0007264	MYCTH_72245	BP
GO:0005840	MYCTH_2299621	CC
GO:0006310	MYCTH_2302625	BP
GO:0019863	MYCTH_2295438	MF
GO:0004824	MYCTH_2294054	MF
GO:0004812	MYCTH_2294054	MF
GO:0050660	MYCTH_2310273	MF
GO:0006355	MYCTH_2308133	BP
GO:0044695	MYCTH_2296802	CC
GO:0055085	MYCTH_2059428	BP
GO:0006281	MYCTH_2302825	BP
GO:0005975	MYCTH_2121801	BP
GO:0022857	MYCTH_2302135	MF
GO:0016021	MYCTH_2297964	CC
GO:0022857	MYCTH_2295358	MF
GO:0016021	MYCTH_2298040	CC
GO:0008270	MYCTH_2302856	MF
GO:0017056	MYCTH_2296460	MF
GO:0006807	MYCTH_2311065	BP
GO:0006542	MYCTH_2311065	BP
GO:0016021	MYCTH_79157	CC
GO:0055085	MYCTH_2117187	BP
GO:0016705	MYCTH_2060065	MF
GO:0006260	MYCTH_2298705	BP
GO:0005524	MYCTH_2136712	MF
GO:0006468	MYCTH_2136712	BP
GO:0016887	MYCTH_2095260	MF
GO:0030163	MYCTH_2095260	BP
GO:0005524	MYCTH_2295768	MF
GO:0003678	MYCTH_2295768	MF
GO:0005524	MYCTH_2298018	MF
GO:0030014	MYCTH_2304889	CC
GO:0030151	MYCTH_2303378	MF
GO:0006334	MYCTH_111107	BP
GO:0006886	MYCTH_2073127	BP
GO:0006468	MYCTH_2295050	BP
GO:0006568	MYCTH_2313212	BP
GO:0003743	MYCTH_2299099	MF
GO:0016757	MYCTH_2309651	MF
GO:0005524	MYCTH_2309291	MF
GO:0009228	MYCTH_2303459	BP
GO:0050334	MYCTH_2303459	MF
GO:0016021	MYCTH_67390	CC
GO:0055085	MYCTH_2303233	BP
GO:0005524	MYCTH_2308335	MF
GO:0006207	MYCTH_2314123	BP
GO:0016887	MYCTH_2304799	MF
GO:0016705	MYCTH_108294	MF
GO:0019243	MYCTH_2314544	BP
GO:0016837	MYCTH_51766	MF
GO:0005751	MYCTH_2303180	CC
GO:0018293	MYCTH_2300328	BP
GO:0046872	MYCTH_2297816	MF
GO:0016798	MYCTH_2315557	MF
GO:0005975	MYCTH_2315557	BP
GO:0006413	MYCTH_2304388	BP
GO:0004401	MYCTH_2069574	MF
GO:0015369	MYCTH_2306489	MF
GO:0055085	MYCTH_2306489	BP
GO:0008324	MYCTH_2306489	MF
GO:0005783	MYCTH_2304410	CC
GO:0006355	MYCTH_2070790	BP
GO:0006413	MYCTH_2296955	BP
GO:0016020	MYCTH_2298883	CC
GO:1990961	MYCTH_2298883	BP
GO:0006511	MYCTH_2302176	BP
GO:0016579	MYCTH_2302176	BP
GO:0006468	MYCTH_81343	BP
GO:0005634	MYCTH_2139989	CC
GO:0006289	MYCTH_2312237	BP
GO:0006468	MYCTH_2310983	BP
GO:0005524	MYCTH_2310983	MF
GO:0016272	MYCTH_2308733	CC
GO:0042729	MYCTH_2312047	CC
GO:0046933	MYCTH_57224	MF
GO:0016020	MYCTH_57224	CC
GO:0005991	MYCTH_2302517	BP
GO:0005509	MYCTH_2302517	MF
