Geneid,C_1,C_2,C_3,T_1,T_2,T_3
MYCTH_2303023,1058,1705,1519,4240,5071,4087
MYCTH_2303024,3768,6441,6107,8091,10704,8752
MYCTH_2117728,204,356,377,434,503,483
MYCTH_114678,2817,4900,4713,10491,12921,10986
MYCTH_2303031,393,613,528,738,1119,987
MYCTH_2303033,165,210,227,161,195,171
MYCTH_2303034,1566,2436,2200,3734,5287,4815
MYCTH_2303035,676,982,763,1869,2495,2168
MYCTH_47428,0,0,0,0,3,4
MYCTH_47934,89,121,159,228,276,221
MYCTH_2303040,10574,18248,16948,21640,26322,22878
MYCTH_2056315,139,314,307,445,743,683
MYCTH_2303043,642,930,832,3102,3814,3290
MYCTH_2303045,166,298,299,4990,6548,5134
MYCTH_2303046,1573,2588,2277,3843,5315,4075
MYCTH_2029812,154,258,125,1124,1547,1199
MYCTH_2303048,149,251,244,75,118,80
MYCTH_2133773,22,50,29,3,4,6
MYCTH_78019,41,86,54,15,44,34
MYCTH_106502,19,40,30,0,3,4
MYCTH_78013,73,93,75,84,122,62
MYCTH_114667,12,32,19,0,0,3
MYCTH_114666,29,51,54,0,0,2
MYCTH_2303060,67,134,104,321,485,328
MYCTH_2303063,4,18,12,112,105,102
MYCTH_2303064,63,176,151,300,360,296
MYCTH_2303065,82,118,98,220,331,277
MYCTH_50903,5,12,10,12,73,22
MYCTH_2303067,202,378,358,892,1145,808
MYCTH_2303068,14,20,22,0,4,1
MYCTH_2314963,41224,72127,71295,196,299,198
MYCTH_2117751,5,13,10,2,0,4
MYCTH_111741,276,496,473,1051,1205,991
MYCTH_81753,230,429,268,1546,2139,1554
MYCTH_2303088,20455,35336,34421,95344,121509,94630
MYCTH_68580,77,123,113,227,287,229
MYCTH_2303089,57,86,88,106,193,153
MYCTH_2303090,71,144,132,421,612,508
MYCTH_2303093,190,377,280,2268,2819,2461
MYCTH_2117759,141,202,292,90,103,72
MYCTH_88187,1606,2849,2470,1467,1618,1315
MYCTH_2303108,351,548,575,1020,1279,1169
MYCTH_94504,467,770,798,10463,13176,11100
MYCTH_2060854,0,0,0,0,0,0
MYCTH_2303110,24,30,25,94,105,95
MYCTH_2303111,89,148,155,211,291,246
MYCTH_2062045,37,56,81,104,228,172
MYCTH_94500,30,61,54,30,58,35
MYCTH_t98,14,17,9,4,3,9
MYCTH_2060890,21,65,39,95,177,161
MYCTH_2303112,161,254,230,175,259,163
MYCTH_2314967,1045,1860,1722,2312,2854,2182
MYCTH_68564,2,2,5,0,0,2
MYCTH_2303121,954,1390,1128,7799,8656,6816
MYCTH_2303122,406,705,606,5062,6802,4999
MYCTH_2303125,91,173,153,446,635,515
MYCTH_2079066,2492,3930,3760,9815,11803,10351
MYCTH_2303128,374,499,320,1872,2635,2155
MYCTH_2091689,1424,2499,2214,3524,4214,3435
MYCTH_2303133,2074,3303,3103,4553,5598,4720
MYCTH_2303134,914,1625,1401,3532,4928,3998
MYCTH_94486,1,0,0,0,2,0
MYCTH_2303153,1658,2761,2468,4235,5675,4739
MYCTH_94484,5,4,12,5,8,22
MYCTH_2019378,4,1,2,0,2,0
MYCTH_2303155,5,0,3,0,0,2
MYCTH_2126239,6,2,16,1,6,98
MYCTH_2303157,152,292,263,378,406,404
MYCTH_2303158,154,308,279,270,384,370
MYCTH_2303159,1461,2291,2085,4359,6200,5059
MYCTH_2143478,213,326,384,856,1131,886
MYCTH_2303163,196,290,339,4888,6417,5036
MYCTH_2303165,583,1048,1119,1107,1145,955
MYCTH_2303166,53,83,73,654,838,732
MYCTH_94476,2,8,9,11,8,4
MYCTH_2126246,9,2,8,0,0,2
MYCTH_t78,0,0,0,0,0,0
MYCTH_2109689,44,86,89,21,18,23
MYCTH_2303167,1722,2787,2336,9381,11827,9970
MYCTH_2314976,8681,15323,15227,19496,24770,20535
MYCTH_2303170,4,8,7,30,13,21
MYCTH_102172,29,65,60,90,97,66
MYCTH_2303173,192,382,391,481,468,446
MYCTH_2303174,182,310,231,1228,1473,1236
MYCTH_2303176,151,257,293,409,539,429
MYCTH_2303180,15148,26672,26235,45440,58469,48926
MYCTH_2303183,244,395,339,354,429,384
MYCTH_2303184,647,1080,930,1561,2038,1576
MYCTH_2079097,6790,11464,10401,19122,24522,21060
MYCTH_2303193,2101,3464,3140,6176,8047,7193
MYCTH_2061546,446,750,719,455,841,498
MYCTH_94462,63,119,80,4,8,18
MYCTH_68509,1427,2136,2123,2726,3707,2847
MYCTH_2303205,1713,2973,2646,4400,6618,5276
MYCTH_t79,4,7,0,2,2,1
MYCTH_2117807,16,14,1,12,22,10
MYCTH_2109705,69,112,114,133,258,176
MYCTH_2303206,73,78,60,193,200,205
MYCTH_107891,4361,7256,7069,12493,15150,12674
MYCTH_2303213,862,1337,1076,3938,4653,3892
MYCTH_2303215,1338,2227,2030,1974,2371,1945
MYCTH_94453,229,370,354,424,504,555
MYCTH_2314986,24102,39871,36355,37433,50048,43443
MYCTH_2303233,13494,22279,20807,27966,38502,33671
MYCTH_2303238,181,335,324,337,658,435
MYCTH_2303243,167,262,203,548,752,593
MYCTH_2303246,19,41,43,34,52,44
MYCTH_2303248,622,1113,973,4692,5732,4235
MYCTH_50019,1,0,0,0,0,0
MYCTH_2303249,30,89,67,195,152,119
MYCTH_2303251,16,14,11,33,17,23
MYCTH_2126285,0,2,9,0,0,1
MYCTH_2062247,108,162,137,129,129,117
MYCTH_2126287,10,18,11,85,86,67
MYCTH_2303253,57,108,66,336,332,351
MYCTH_2061855,18,13,24,12,8,4
MYCTH_2303256,434,659,699,34,48,22
MYCTH_2303257,726,1141,1121,1436,1876,1581
MYCTH_2138765,2398,3966,3536,5036,6607,5361
MYCTH_2303271,1894,3135,2998,4880,6541,5298
MYCTH_2126295,6,9,8,11,15,10
MYCTH_2303274,43,70,75,102,99,89
MYCTH_2303275,240,375,411,563,714,645
MYCTH_48909,3,10,9,3,8,13
MYCTH_2060992,12,12,27,8,11,12
MYCTH_2303278,2,2,1,0,0,5
MYCTH_2303280,708,1230,1069,4705,5836,4894
MYCTH_2303296,444,724,669,1182,1684,1249
MYCTH_2303298,6,9,10,14429,18854,13898
MYCTH_102138,72,107,74,8141,10782,8822
MYCTH_2303301,50,65,79,1512,2053,1824
MYCTH_2303304,57,131,85,1619,1970,1548
MYCTH_2303305,253,412,343,2361,3015,2430
MYCTH_81645,895,1472,1401,1847,2437,1989
MYCTH_2303310,227,344,288,1335,1678,1593
MYCTH_102133,12,19,30,12,42,31
MYCTH_2303313,3341,5638,5360,3832,4897,3888
MYCTH_2303316,305,604,413,5335,6937,5107
MYCTH_2117839,434,835,755,1037,1317,1043
MYCTH_2303320,212,410,384,184,247,225
MYCTH_2303321,284,464,439,1144,1250,879
MYCTH_50335,787,1118,797,40600,51739,34452
MYCTH_2303328,18654,32261,34488,6459,8569,6990
MYCTH_2133830,70,117,134,86,115,92
MYCTH_2303335,365,696,576,9094,12609,10800
MYCTH_2126322,0,0,0,4,0,4
MYCTH_2303340,2175,3498,3252,11138,13253,10895
MYCTH_t80,1,2,3,5,0,0
MYCTH_107866,6253,11106,11055,1848,2305,1877
MYCTH_2303344,2912,4764,4642,7718,10190,8445
MYCTH_2315007,19296,32973,31666,38442,49681,43514
MYCTH_2303348,945,1483,1417,812,1061,1006
MYCTH_2303349,284,520,425,1080,1365,1228
MYCTH_102118,7,2,9,0,1,2
MYCTH_2303353,112,203,189,207,315,246
MYCTH_2060008,59,120,101,175,170,124
MYCTH_2060338,122,202,128,73,75,97
MYCTH_2117854,2,5,8,10,2,2
MYCTH_2117863,554,904,907,853,1116,1065
MYCTH_2303359,16111,27184,26695,10152,12452,9608
MYCTH_2303360,472,807,775,1129,1468,1195
MYCTH_2061788,0,0,0,0,0,0
MYCTH_2303362,342,550,390,580,794,732
MYCTH_2303364,987,1603,1664,2330,3183,2621
MYCTH_2062265,1126,1893,1874,23425,22101,14841
MYCTH_2303368,638,1048,1069,2259,3020,2696
MYCTH_2303370,824,1520,1376,1716,2015,1935
MYCTH_2315009,1240,2041,1958,2596,3664,3103
MYCTH_2303374,329,472,426,592,787,642
MYCTH_2303375,127,226,207,208,234,220
MYCTH_2303376,291,495,485,1008,1216,1005
MYCTH_2303378,203,289,314,1124,1419,1084
MYCTH_2303382,1299,1879,1630,9876,14589,11476
MYCTH_68404,0,0,0,2,0,0
MYCTH_2303385,21,28,42,53,40,22
MYCTH_50837,102,186,201,316,415,321
MYCTH_2303391,86,143,100,937,1477,918
MYCTH_2303395,268,494,423,297,429,282
MYCTH_2061173,238,395,401,815,1237,1070
MYCTH_2303398,511,879,722,1764,2309,2128
MYCTH_2303400,348,542,537,2578,2472,1876
MYCTH_2062193,938,1526,1540,1966,2708,2254
MYCTH_2303407,1427,2152,2007,1059,1549,1322
MYCTH_2303408,13,23,28,58,75,81
MYCTH_2303413,11562,20004,20784,19008,24532,21261
MYCTH_2303416,367,513,482,3820,4759,3647
MYCTH_2303418,1066,1934,1267,4126,4815,4001
MYCTH_2062887,8883,14668,13456,19713,25138,22493
MYCTH_2303426,8315,14137,14266,20747,25363,22302
MYCTH_2303429,5723,9165,8174,15756,20318,16715
MYCTH_2303431,1124,1849,1597,4250,5712,4260
MYCTH_50303,16,17,23,64,57,57
MYCTH_2303434,30,37,39,47,60,49
MYCTH_2303435,271,412,363,427,682,569
MYCTH_2303438,248,445,399,508,545,502
MYCTH_2303440,8266,13768,13846,14768,19154,15984
MYCTH_2109793,409,635,710,833,971,898
MYCTH_2062214,167,333,333,189,123,161
MYCTH_2138805,791,1024,1009,5998,8023,7290
MYCTH_2303448,15,26,26,115,80,49
MYCTH_2303449,1912,2996,2636,6542,8731,7255
MYCTH_2303459,808,1520,1357,2734,3710,2618
MYCTH_2138808,1108,1653,1364,4966,6439,5289
MYCTH_2315024,5466,9112,8808,10115,12161,10114
MYCTH_2117900,2663,4516,4508,6329,7972,5521
MYCTH_2303473,1816,3268,3356,8793,11173,8838
MYCTH_2315027,244,329,214,2113,2780,2210
MYCTH_2303475,456,784,722,564,737,525
MYCTH_116020,9449,15751,15252,17716,21495,19484
MYCTH_2303480,705,1104,1053,1637,1874,1450
MYCTH_2303482,2882,5005,4540,6467,8997,7490
MYCTH_2303486,249,456,446,348,496,402
MYCTH_2303488,368,544,572,1715,1587,1204
MYCTH_2303490,1029,1687,1308,10155,13265,10648
MYCTH_2303493,495,856,833,1086,1393,1238
MYCTH_2303494,636,1037,945,2667,3427,2872
MYCTH_2303495,529,919,847,1676,2128,1846
MYCTH_2303498,716,998,917,3515,4370,3329
MYCTH_2303499,2770,4311,3894,22743,29230,22640
MYCTH_2061829,496,783,667,857,1345,1077
MYCTH_2303507,466,598,645,1401,1518,1614
MYCTH_2303508,22,32,48,26,6,9
MYCTH_2059769,18,31,26,14,32,19
MYCTH_2303512,554,967,826,1033,1275,1203
MYCTH_2303514,1469,2234,1878,5923,8651,7086
MYCTH_2303522,3152,4940,4270,10385,13859,11887
MYCTH_2303524,342,585,537,821,1193,942
MYCTH_94336,120,205,195,206,300,212
MYCTH_2303528,552,916,839,1269,1656,1375
MYCTH_2303529,503,743,798,881,1213,1053
MYCTH_2303532,712,1124,1078,1643,1814,1561
MYCTH_2303534,927,1791,1335,1743,2194,2023
MYCTH_2303536,432,677,675,470,682,632
MYCTH_116006,554,900,784,1101,1353,1114
MYCTH_2060145,484,811,752,1359,1717,1597
MYCTH_68292,5395,9310,9089,6315,8592,8004
MYCTH_2303545,273,402,391,553,592,538
MYCTH_2303547,656,1169,936,2741,3622,3352
MYCTH_2303549,1585,2566,2279,2029,2646,1937
MYCTH_2303558,3042,5303,5156,12114,14525,11323
MYCTH_2303559,426,604,562,540,780,615
MYCTH_t97,0,2,2,0,6,2
MYCTH_2303561,1718,2765,2589,6062,7725,6654
MYCTH_2303565,772,1261,1126,2505,3361,2901
MYCTH_2303566,4384,6583,6224,14768,19468,16163
MYCTH_2303567,1217,2059,1625,8412,11320,8587
MYCTH_2060907,154,235,233,157,244,212
MYCTH_2303570,309,539,434,1574,2212,1819
MYCTH_2303573,466,722,658,3223,4650,4219
MYCTH_81466,184,316,310,695,870,836
MYCTH_2303577,468,786,664,4892,6316,5415
MYCTH_2303579,1293,2276,2195,1299,1737,1474
MYCTH_2303581,1135,1809,1721,2016,2754,2293
MYCTH_2303583,1308,2119,2116,2265,3369,2829
MYCTH_2117942,6,5,13,17,13,13
MYCTH_2303587,337,628,505,1588,1737,1407
MYCTH_2303590,1173,1972,1957,1975,2575,2165
MYCTH_2303593,1123,1829,1555,3969,4898,4331
MYCTH_2303595,536,702,721,1323,1933,1660
MYCTH_2303596,122,239,252,200,341,290
MYCTH_50254,318,516,477,843,1162,1008
MYCTH_2303597,1603,2557,2349,5126,6731,5657
MYCTH_2303602,520,908,726,1427,1667,1450
MYCTH_2303605,704,995,879,2749,3444,2571
MYCTH_2138853,1798,2960,2876,2761,3581,2767
MYCTH_115983,9817,16287,13611,959,749,594
MYCTH_107796,672,1073,1068,394,495,389
MYCTH_2303613,1706,2873,3047,3574,4739,3904
MYCTH_2303614,556,895,773,1165,1731,1357
MYCTH_2303617,1115,1684,1505,4914,6385,5160
MYCTH_2303618,468,653,585,627,1012,819
MYCTH_2303620,3165,5107,5353,8425,11915,9832
MYCTH_2315050,1973,3197,2806,5324,6441,5706
MYCTH_2315051,7139,12029,11281,14229,18332,15410
MYCTH_2315052,19050,31410,29927,83457,104466,84775
MYCTH_2091974,388,674,623,1163,1447,1178
MYCTH_2138861,966,1435,1239,1815,2508,2041
MYCTH_2315056,657,1118,1064,785,1047,923
MYCTH_2303639,974,1521,1524,1944,3089,2525
MYCTH_50142,917,1474,1231,2223,3112,2311
MYCTH_2303648,307,487,451,808,1183,938
MYCTH_2315057,1560,2475,2251,17241,17754,14654
MYCTH_2091985,579,867,797,6926,6673,4894
MYCTH_2303653,332,621,549,927,1186,858
MYCTH_2303656,452,882,797,1516,2121,2011
MYCTH_t81,0,3,3,13,25,13
MYCTH_2303657,802,1320,1173,2192,3107,2629
MYCTH_115968,476,752,757,28416,38486,31483
MYCTH_5082,287,514,480,1306,1590,1129
MYCTH_2303662,1271,2259,2009,2446,3228,2946
MYCTH_2303666,1678,2699,2425,5378,7833,6081
MYCTH_88099,185,290,248,172,204,231
MYCTH_2303668,2437,4243,4079,5290,7061,5751
MYCTH_2303669,53,56,63,23,15,16
MYCTH_2303672,1685,2376,1737,9358,13077,9714
MYCTH_2303678,521,758,720,1271,1591,1560
MYCTH_2138875,541,872,840,2090,2756,2173
MYCTH_2303682,822,1180,1109,3820,5982,4351
MYCTH_2303685,592,879,859,3588,4773,3978
MYCTH_81379,1291,2043,1905,1567,2249,1693
MYCTH_2117988,241,453,351,589,834,585
MYCTH_2060549,0,0,0,0,0,0
MYCTH_2062645,1,0,0,3,1,1
MYCTH_49795,17,26,26,33,41,33
MYCTH_94266,55,58,52,48,45,47
MYCTH_2303691,79,115,130,12,11,10
MYCTH_2303692,660,1090,907,587,768,717
MYCTH_2303693,378,572,574,317,434,340
MYCTH_2303695,263,397,322,2336,3179,2800
MYCTH_68164,229,354,312,1755,2259,1627
MYCTH_50128,4,2,18,2,10,8
MYCTH_115957,0,9,2,2,2,0
MYCTH_2303701,3,14,9,16,4,6
MYCTH_2303702,16,15,19,8,17,30
MYCTH_2138881,2,3,6,2,3,8
MYCTH_2303707,2,0,0,9,4,4
MYCTH_81364,0,0,9,0,0,0
MYCTH_2303709,4,4,12,0,0,1
MYCTH_50920,216,263,348,218,373,285
MYCTH_48716,5,7,0,0,0,0
MYCTH_107763,143,213,200,1,0,0
MYCTH_2062976,0,9,7,1,5,4
MYCTH_2118002,26,61,49,2,0,2
MYCTH_2303718,139,265,221,297,379,382
MYCTH_2126499,0,0,0,0,2,6
MYCTH_101972,15,28,16,718,1014,641
MYCTH_2060248,3,1,6,6,18,5
MYCTH_2040766,14,24,10,11,3,2
MYCTH_2303722,226,310,291,1038,1510,1126
MYCTH_2303724,518,773,772,1377,1478,1512
MYCTH_2303725,2389,3888,3256,5557,5935,5232
MYCTH_2038181,220,343,319,806,810,719
MYCTH_2303730,688,1179,1126,3105,3875,3284
MYCTH_2303731,74,81,42,2031,1717,1585
MYCTH_2303733,237,336,301,1542,1418,1266
MYCTH_111645,1007,1761,1448,19066,20145,11948
MYCTH_2303736,910,1501,1545,7696,7697,5831
MYCTH_2126511,195,323,277,372,591,494
MYCTH_81347,667,1036,933,243,306,269
MYCTH_2303738,495,779,767,560,875,696
MYCTH_115944,426,646,662,1075,1554,1200
MYCTH_81343,1175,1992,1693,6796,8873,7394
MYCTH_2060093,51,86,73,562,731,614
MYCTH_2303748,694,1274,1137,1955,2720,2538
MYCTH_2303750,492,725,747,1481,1952,1530
MYCTH_2303752,608,961,864,3527,4536,3700
MYCTH_2303754,577,747,838,2269,2232,1940
MYCTH_2303755,4039,6853,6865,19026,24168,20589
MYCTH_2315074,1513,2467,2156,3761,4326,3642
MYCTH_2303763,662,1004,1020,2193,2941,2420
MYCTH_115935,2002,3041,2858,5717,7445,6951
MYCTH_2303766,7194,12901,12205,15485,18898,16290
MYCTH_2315077,11844,20837,19966,22211,28102,26221
MYCTH_2303773,426,658,519,1236,1423,1201
MYCTH_2303774,51,61,44,122,184,152
MYCTH_2118030,381,602,573,1090,1374,1203
MYCTH_2303780,28,34,46,144,170,129
MYCTH_2303781,694,1233,1106,2215,2883,2369
MYCTH_2109943,4,17,8,19,4,16
MYCTH_2126533,714,1280,1040,3167,3806,3279
MYCTH_2315082,7441,12840,11943,17707,22425,18358
MYCTH_2092086,1974,3311,2939,11533,13578,9994
MYCTH_2303791,620,962,887,809,1011,840
MYCTH_2079474,4797,7532,6801,12546,17017,12654
MYCTH_2303798,474,784,729,1103,1617,1346
MYCTH_2303799,515,921,735,1307,1762,1411
MYCTH_2109950,317,452,423,706,972,943
MYCTH_2303801,400,695,700,1385,1749,1540
MYCTH_2303804,1939,3361,2900,9601,11804,9597
MYCTH_2303808,1591,2470,2061,9739,13360,11061
MYCTH_2303810,97,191,103,274,376,284
MYCTH_2303811,412,617,582,1164,1402,1221
MYCTH_2303813,2488,3944,3919,4266,5474,4711
MYCTH_2303816,1873,2992,2946,3424,4466,3846
MYCTH_2303817,1714,2963,3020,3245,4381,3803
MYCTH_2303819,596,1050,848,1920,2869,2002
MYCTH_2303821,669,1009,881,2231,2828,2330
MYCTH_2133968,5318,8149,8102,8119,9884,8694
MYCTH_2303826,2048,3558,3301,2885,3977,3136
MYCTH_2303828,876,1286,1128,6738,8081,6568
MYCTH_2303831,652,1004,931,1469,2222,1882
MYCTH_2303832,6197,10284,9511,13214,17712,14795
MYCTH_2303838,1861,3055,2632,4838,6402,5704
MYCTH_2303843,561,939,878,1440,1760,1434
MYCTH_107723,986,1556,1571,1627,2190,2006
MYCTH_2109970,1016,1710,1731,611,695,691
MYCTH_2303849,445,790,617,1129,1498,1186
MYCTH_2126562,1597,2937,2821,5060,6162,5607
MYCTH_2303853,704,1114,925,2355,2948,2014
MYCTH_2126564,724,1080,966,4082,5220,4095
MYCTH_2303859,425,753,696,866,1234,913
MYCTH_2133976,59777,102942,103419,57720,72259,65559
MYCTH_2303861,32,26,47,19,35,41
MYCTH_2303862,36,55,46,18,25,19
MYCTH_2303864,132,186,217,95,108,115
MYCTH_2303867,462,812,755,849,1086,934
MYCTH_81258,106,223,211,2776,3545,2770
MYCTH_2303871,347,588,636,948,1191,975
MYCTH_t96,2,0,0,0,0,1
MYCTH_115909,2376,3772,3364,13888,18867,15445
MYCTH_t82,0,2,0,0,0,0
MYCTH_2303876,285,415,386,538,793,565
MYCTH_51411,1149,1782,1758,4634,5756,5635
MYCTH_49818,658,974,982,1809,2404,1887
MYCTH_2303878,1018,1572,1479,2585,3389,2877
MYCTH_2303882,562,1080,912,1085,1428,1126
MYCTH_2303885,69,107,74,404,497,350
MYCTH_2303887,403,720,599,2392,3201,2603
MYCTH_2062613,190,350,359,322,433,395
MYCTH_2138933,867,1579,1430,1543,1663,1646
MYCTH_t83,1,4,2,0,12,2
MYCTH_94171,9578,15928,14538,5741,7918,7366
MYCTH_68011,4249,6925,6505,13359,18339,14627
MYCTH_2315098,4107,6645,6386,4864,6608,5431
MYCTH_2303896,876,1285,1460,1488,2110,1590
MYCTH_2315100,3404,5674,5157,8756,12109,10633
MYCTH_2303901,319,474,389,2261,3134,2189
MYCTH_2303903,703,922,745,4810,6231,4531
MYCTH_2303908,515,769,729,1178,1663,1333
MYCTH_2303910,2799,4790,4336,4317,5521,4957
MYCTH_2060682,200,373,350,481,803,660
MYCTH_2126592,20,38,45,194,341,234
MYCTH_2303918,249,248,222,2035,2855,2225
MYCTH_2303921,249,386,387,796,1173,868
MYCTH_2126595,784,1359,1345,1169,1708,1292
MYCTH_2303924,721,1179,1166,1140,1500,1425
MYCTH_2303929,953,1525,1466,1352,1836,1563
MYCTH_2034929,457,781,752,950,1283,996
MYCTH_2303933,1220,1949,1766,1647,1913,1899
MYCTH_2303934,398,731,714,1332,1716,1324
MYCTH_2303936,283,392,360,586,832,772
MYCTH_2303937,717,1111,995,3184,3879,3171
MYCTH_2303939,423,690,633,337,629,456
MYCTH_2303940,3696,6276,5561,7228,9531,7952
MYCTH_2303945,775,1442,1386,1321,1699,1566
MYCTH_2303946,1233,1755,1391,4653,5337,4496
MYCTH_2303950,581,809,855,2658,3388,2952
MYCTH_2315106,1042,1858,1875,1734,2462,1937
MYCTH_2303954,669,1101,1127,5321,6411,4936
MYCTH_2019141,50,64,39,96,76,47
MYCTH_115886,360,564,454,1951,2650,2167
MYCTH_2303957,11,13,6,17,15,16
MYCTH_2143673,1303,2159,1982,3013,3504,2842
MYCTH_2138951,1222,2031,1922,10051,9699,6827
MYCTH_2303964,142,238,206,112,139,121
MYCTH_2303965,1076,1732,1684,1550,1944,1705
MYCTH_101870,104,153,139,120,136,167
MYCTH_2118116,587,1006,850,752,965,853
MYCTH_2092214,818,1276,1069,1980,2323,1958
MYCTH_2303980,529,1007,821,804,926,847
MYCTH_2303986,292,392,410,386,640,644
MYCTH_2303987,883,1476,1122,6803,6682,4746
MYCTH_107689,225,354,398,886,1215,907
MYCTH_111604,1496,2574,2393,2543,3016,2665
MYCTH_2315114,1521,2411,2290,4532,5309,4374
MYCTH_2118124,60,99,122,41,52,23
MYCTH_2303995,411,642,550,1980,2411,2086
MYCTH_2303996,272,461,425,684,775,748
MYCTH_81165,845,1302,1225,4686,6530,5727
MYCTH_2304000,734,1324,1161,1439,2139,1799
MYCTH_2304003,273,381,321,761,824,618
MYCTH_2304004,748,1218,1192,899,1232,942
MYCTH_2304008,714,1327,1361,782,1068,869
MYCTH_2304011,391,640,463,2402,3707,2729
MYCTH_2304014,529,791,706,1910,3389,2249
MYCTH_2138963,296,442,441,876,1169,980
MYCTH_2304021,1054,1707,1466,3110,4205,3861
MYCTH_2304022,806,1245,1113,3617,4645,3838
MYCTH_2304023,23,36,34,71,114,60
MYCTH_2304027,818,1414,1227,5708,7763,6031
MYCTH_2134022,83,143,111,26,16,19
MYCTH_2304032,3440,5999,5455,3620,4691,4073
MYCTH_2304034,777,1320,1240,1552,1964,1647
MYCTH_2304036,474,660,709,464,730,749
MYCTH_2304038,28,37,53,14,21,16
MYCTH_2304039,508,757,760,1330,2007,1646
MYCTH_2304041,120,215,101,684,906,737
MYCTH_2304045,1737,2970,2865,2370,3063,2673
MYCTH_50532,320,564,506,377,475,470
MYCTH_2304051,2317,4150,3553,9728,13605,11421
MYCTH_2304053,1538,2759,2688,1379,1970,1802
MYCTH_2304055,5523,9592,8809,16666,21082,17974
MYCTH_2304056,69,144,116,259,338,310
MYCTH_2143695,2044,3503,3521,2841,3645,3081
MYCTH_2304063,4179,6437,6098,46088,47365,35196
MYCTH_115858,898,1429,1359,3145,3381,2633
MYCTH_2304071,638,1054,1037,2184,2878,2179
MYCTH_2304073,506,827,793,623,816,671
MYCTH_2304075,1517,2454,2501,5241,7194,6112
MYCTH_2304079,2652,4427,4204,4610,5679,4922
MYCTH_2061176,935,1640,1509,956,1043,974
MYCTH_2092294,220,371,283,1017,1158,992
MYCTH_2138981,1609,2505,2301,12478,13073,10338
MYCTH_50021,1,4,3,4,8,2
MYCTH_t95,0,1,0,0,0,2
MYCTH_2304085,851,1428,1139,1766,2531,2114
MYCTH_2304087,181,306,309,538,553,378
MYCTH_48564,55,116,72,145,187,145
MYCTH_2304098,1336,2180,2003,4104,5792,4734
MYCTH_2304102,6476,11211,10691,6514,8587,6640
MYCTH_2304104,289,379,394,541,632,500
MYCTH_2304106,1172,1869,1771,8878,10359,7977
MYCTH_2304108,220,282,275,659,777,658
MYCTH_2126672,34,36,37,67,44,54
MYCTH_2304109,1061,1629,1655,2273,2841,2258
MYCTH_2304111,343,632,628,670,825,760
MYCTH_2304112,670,955,1057,1168,1422,1215
MYCTH_2304113,256,316,324,1841,2501,2045
MYCTH_2304115,461,722,567,3632,4879,3716
MYCTH_67855,542,1012,907,786,1014,954
MYCTH_2304118,557,917,868,2316,2657,2039
MYCTH_2304122,4831,8119,8008,6193,7464,6399
MYCTH_2304124,976,1604,1632,1088,1593,1098
MYCTH_2304127,627,1121,1039,1889,2762,2543
MYCTH_49425,280,572,574,492,734,636
MYCTH_2304130,674,937,621,5017,6419,5348
MYCTH_2304133,716,1264,1147,2645,3262,2808
MYCTH_2304135,90,156,131,67,105,100
MYCTH_2304137,507,751,763,1166,1337,1225
MYCTH_2304140,993,1609,1357,1804,2461,1840
MYCTH_2304142,792,1482,1308,2072,2457,1860
MYCTH_2304143,408,604,530,1346,1741,1557
MYCTH_2304147,1911,3004,2727,11841,14543,12098
MYCTH_2304154,429,715,717,1047,1328,1077
MYCTH_2304164,4275,7332,7262,13068,16253,13787
MYCTH_101800,18,48,29,166,227,187
MYCTH_2304176,1025,1699,1579,2216,2545,2374
MYCTH_2304177,1701,2721,3063,2941,3820,2980
MYCTH_2092357,987,1619,1617,2756,4145,3948
MYCTH_2304184,583,1028,898,2866,3464,2925
MYCTH_2304187,203,390,331,239,303,247
MYCTH_2304190,1714,2818,2439,6120,7901,6368
MYCTH_2304195,1049,1868,1700,4985,6483,5208
MYCTH_2304197,184,301,209,1200,1761,1426
MYCTH_49020,640,1182,940,1021,1422,1145
MYCTH_2304200,805,1069,850,5199,7712,6715
MYCTH_2126704,35,56,18,504,836,558
MYCTH_2304202,87,132,120,176,172,189
MYCTH_2304203,1793,2790,3012,4567,5933,5048
MYCTH_2079758,1594,2532,2289,4277,5736,4821
MYCTH_2304213,89,143,99,310,296,265
MYCTH_2079764,336,539,451,863,1070,742
MYCTH_2079768,7145,12661,11275,14131,17259,14854
MYCTH_2304224,2295,3615,2871,22921,23561,18102
MYCTH_2079774,4668,7636,7552,13204,15993,14100
MYCTH_2304227,220,313,317,956,1335,1065
MYCTH_2304231,35466,61028,58634,185530,246843,225799
MYCTH_2304236,871,1289,1107,1966,2927,2524
MYCTH_2304239,60,84,127,43,79,84
MYCTH_50125,9,18,12,9,23,17
MYCTH_2304243,731,1299,1057,2408,3016,2353
MYCTH_2304244,1868,2981,2928,3261,4262,3363
MYCTH_2304247,390,632,684,1490,1876,1433
MYCTH_2304250,296,442,384,701,762,594
MYCTH_81013,305,624,538,2468,3241,2557
MYCTH_49142,32,58,51,56,65,49
MYCTH_2304255,79,121,120,701,574,437
MYCTH_2304256,967,1584,1583,1819,2033,1542
MYCTH_2304257,696,1125,799,3782,4870,3988
MYCTH_2304258,293,406,355,1002,1249,1085
MYCTH_2304259,422,604,631,741,1024,816
MYCTH_2304264,543,851,736,2687,3381,2333
MYCTH_50281,309,585,610,243,379,337
MYCTH_2304268,1711,2584,2633,8408,10632,8227
MYCTH_81000,1821,2841,2407,5760,8325,7250
