Geneid,C_1,C_2,C_3,T_1,T_2,T_3
MYCTH_2126733,0,0,0,0,0,0
MYCTH_2304273,946,1644,1742,1219,1753,1355
MYCTH_101762,112,197,193,207,351,315
MYCTH_115802,5552,9059,7558,18655,26245,21282
MYCTH_2110132,2,6,9,7,6,0
MYCTH_2304280,273,458,462,451,718,602
MYCTH_2304281,708,1043,953,1932,2636,2048
MYCTH_80987,578,951,836,3279,3746,3255
MYCTH_2092438,766,1411,1300,1771,1988,1534
MYCTH_2304287,389,690,502,1108,1405,1191
MYCTH_2304288,5934,9584,8889,7853,10531,9315
MYCTH_2304289,283,438,476,400,577,514
MYCTH_2304292,2217,3248,3144,7182,10050,8164
MYCTH_2139043,202,277,202,6247,6093,4353
MYCTH_94026,11,14,18,36,25,15
MYCTH_94025,40,23,60,31,30,7
MYCTH_2118236,567,824,825,1409,1744,1337
MYCTH_2304300,449,760,774,2236,3334,2748
MYCTH_2304301,1031,1669,1499,1519,2228,1807
MYCTH_2304302,1093,1727,1633,1990,2903,2356
MYCTH_2304303,1774,2885,2349,5250,6770,5521
MYCTH_2304309,149,282,190,1581,2432,1918
MYCTH_94018,0,0,0,7,3,3
MYCTH_2304313,1522,2782,2501,3583,4919,3837
MYCTH_2126754,368,599,655,2176,2808,2169
MYCTH_2079848,691,1132,1040,1564,1893,1528
MYCTH_2079850,4094,6989,6432,4207,5272,4858
MYCTH_2304323,30,32,22,885,1127,965
MYCTH_2304324,295,478,458,1553,2156,1645
MYCTH_2304326,59,141,119,109,125,150
MYCTH_2143764,1432,2612,2474,1818,2407,1814
MYCTH_2018629,201,253,294,395,521,352
MYCTH_2079857,1415,2362,2189,3339,4424,3674
MYCTH_2304336,255,550,447,251,199,190
MYCTH_2304338,2570,3988,3272,22901,29155,22968
MYCTH_48976,339,674,592,755,851,742
MYCTH_2079864,849,1413,1321,2128,2589,2355
MYCTH_2118258,1,5,9,3,9,4
MYCTH_2062716,0,0,0,0,0,0
MYCTH_2060198,176,103,136,720,258,512
MYCTH_2118259,131,215,238,141,233,177
MYCTH_2304387,502,921,980,1101,1420,1088
MYCTH_101730,6,5,10,10,15,7
MYCTH_2304388,4451,7131,6131,15570,21310,18894
MYCTH_2304390,194,329,325,401,579,404
MYCTH_2118264,566,878,801,742,837,950
MYCTH_2079868,875,1465,1363,1839,2094,1863
MYCTH_2304395,801,1250,1126,2925,3834,3166
MYCTH_2060153,535,784,722,1364,1840,1561
MYCTH_2139057,1708,2711,2657,3686,4863,3890
MYCTH_2304400,565,864,874,621,923,729
MYCTH_2304403,948,1679,1765,10906,12495,9145
MYCTH_2062719,300,561,558,205,298,222
MYCTH_2304406,252,470,459,1145,1433,959
MYCTH_80916,365,638,682,2793,3495,2869
MYCTH_2118274,24,75,62,56,66,86
MYCTH_2304410,1687,2868,2873,4003,5623,4475
MYCTH_2304414,1694,2586,2754,3008,3427,3068
MYCTH_2304416,572,903,858,1834,2173,1546
MYCTH_2304419,229,358,332,119,130,74
MYCTH_2304420,7,33,25,6,2,5
MYCTH_2304423,344,497,471,99,152,115
MYCTH_2304424,12,11,21,1,2,2
MYCTH_2304427,355,625,567,699,997,845
MYCTH_2079898,515,849,878,788,985,881
MYCTH_2304429,317,492,571,441,701,517
MYCTH_2059795,843,1395,1404,1868,2591,2352
MYCTH_2118284,247,467,478,404,540,434
MYCTH_50843,189,278,246,689,932,977
MYCTH_2315189,5817,9440,8544,14993,21520,17912
MYCTH_51006,130,253,211,340,430,395
MYCTH_2315190,4432,7228,6429,24597,30248,23309
MYCTH_2304441,9207,15403,13816,10362,12974,11201
MYCTH_2304442,1283,2230,1965,4887,5677,4599
MYCTH_2304446,814,1294,1107,3850,4902,4187
MYCTH_2061162,166,250,287,321,482,491
MYCTH_2126809,21,39,57,123,127,153
MYCTH_87980,52,94,79,128,140,107
MYCTH_2304452,769,1281,1532,2090,2386,2280
MYCTH_2304457,227,403,316,305,407,335
MYCTH_2304458,295,465,333,1825,2463,2135
MYCTH_107580,1413,2311,1816,4108,5629,4216
MYCTH_2304462,956,1475,1097,2097,2379,2140
MYCTH_2304464,6168,10368,10143,31511,36998,29470
MYCTH_2139072,1173,1811,1881,4077,4861,4263
MYCTH_2304475,582,986,902,2501,3327,2664
MYCTH_2304479,2595,4074,4184,7617,9994,8183
MYCTH_2304481,450,613,573,1002,1299,1147
MYCTH_2315197,10905,17938,16968,43132,53171,41907
MYCTH_2304487,373,525,524,654,781,820
MYCTH_2304489,1882,2868,2976,4842,6033,5234
MYCTH_2304491,313,469,430,2570,1761,1590
MYCTH_2304495,829,1397,1402,3693,3706,2969
MYCTH_2304497,72,115,101,306,200,134
MYCTH_2304498,1206,1807,1613,7751,9203,7287
MYCTH_115754,19,36,44,12,27,15
MYCTH_101679,57,79,50,211,298,250
MYCTH_2134135,4370,7758,8101,4380,5450,4589
MYCTH_2304508,1522,2422,2340,4552,5776,4862
MYCTH_2304509,1175,1938,1749,3225,3692,2894
MYCTH_101673,98,141,115,64,132,115
MYCTH_2304512,1528,2374,2288,3061,4249,3498
MYCTH_2304515,326,579,532,1122,1454,1235
MYCTH_2304517,1727,2767,2605,3708,5138,4072
MYCTH_2304519,1226,1910,1813,1735,2098,1863
MYCTH_2304523,350,691,615,605,582,590
MYCTH_2304524,76,113,97,637,651,488
MYCTH_2304525,647,1141,1045,497,582,537
MYCTH_2304529,1331,2139,2304,6443,7820,6296
MYCTH_2092577,1300,2262,1918,1998,2381,2126
MYCTH_2315209,10138,17680,16554,21166,25138,21854
MYCTH_2315211,4040,7050,7191,7156,9052,7162
MYCTH_2304539,1254,2205,1923,6546,6355,5090
MYCTH_2304541,817,1292,1335,1359,1730,1452
MYCTH_2304543,1093,1823,1644,1958,2429,2208
MYCTH_2062179,482,723,682,2905,3635,2565
MYCTH_2304545,362,590,497,1391,1670,1463
MYCTH_2304547,279,457,482,657,879,567
MYCTH_2304548,506,824,840,1320,1180,860
MYCTH_2304549,2250,3724,3559,4829,6534,5178
MYCTH_2304552,907,1451,1517,1355,1811,1423
MYCTH_2304554,182,293,283,440,545,470
MYCTH_2126860,249,458,359,760,1086,927
MYCTH_2110233,72,157,92,276,362,255
MYCTH_27231,9,15,24,4,5,7
MYCTH_2304561,1096,1781,1798,6327,8034,6337
MYCTH_2304566,1261,2054,1968,32582,41707,32354
MYCTH_2060529,100,224,188,185,296,194
MYCTH_2304568,15259,26132,26751,24274,30745,27685
MYCTH_2304570,1201,2003,1952,2236,3387,2648
MYCTH_2134157,822,1414,1388,2231,2971,2361
MYCTH_2034994,379,588,705,562,817,667
MYCTH_2059803,421,588,528,1263,1872,1253
MYCTH_2304574,74,97,119,126,136,86
MYCTH_2304576,411,672,598,728,917,800
MYCTH_2080003,1755,3012,2589,7113,9034,7552
MYCTH_2304585,610,1082,970,2355,2909,2420
MYCTH_2304586,1747,2768,2711,6894,9412,8132
MYCTH_2126876,187,274,300,825,1055,745
MYCTH_2304589,2143,3354,3700,7897,9438,8451
MYCTH_93913,111,154,103,332,541,422
MYCTH_2304592,110,178,174,274,307,300
MYCTH_2304593,337,593,602,614,749,541
MYCTH_2304594,2856,4558,4277,8670,11578,9112
MYCTH_2304596,1009,1528,1557,1422,1893,1453
MYCTH_2304598,2747,4483,4848,2879,3827,2959
MYCTH_2304601,429,616,657,1841,2579,1754
MYCTH_2304603,289,446,490,529,631,442
MYCTH_2304605,851,1365,1214,1950,2566,2219
MYCTH_2304608,56,99,83,208,357,254
MYCTH_2304613,2399,3806,3661,6932,8300,6829
MYCTH_2315227,1304,2057,1827,7710,8685,7515
MYCTH_2304617,1467,2515,2398,4068,5005,4144
MYCTH_2304619,415,584,629,2087,2762,2197
MYCTH_2304622,638,1051,995,2208,3042,2378
MYCTH_2304623,153,243,188,1183,1600,1258
MYCTH_93897,9,48,18,25,27,23
MYCTH_2126894,7,8,2,6,4,2
MYCTH_2304624,2103,3640,3366,4359,5888,5548
MYCTH_2304626,151,278,252,574,729,539
MYCTH_16353,1,2,0,0,0,0
MYCTH_101623,31,72,61,32,21,25
MYCTH_2062435,27,46,31,117,112,63
MYCTH_2304628,968,1528,1562,4367,5292,4328
MYCTH_2304629,719,1185,1253,1867,2522,1965
MYCTH_2118373,167,264,248,337,429,451
MYCTH_2304632,220,422,325,520,681,591
MYCTH_2060489,0,0,0,0,0,0
MYCTH_2060623,0,0,0,0,0,0
MYCTH_67473,0,0,0,0,0,0
MYCTH_2126919,0,3,1,0,0,0
MYCTH_2304645,706,1089,1013,4162,5412,4928
MYCTH_2304647,63,85,105,33,59,39
MYCTH_2080045,1962,3182,3119,2575,3378,2634
MYCTH_2304655,1607,2651,2440,7005,9439,7483
MYCTH_2304659,782,1276,1381,1581,1689,1536
MYCTH_2304663,2074,3460,3171,12196,15162,12889
MYCTH_2061764,678,1126,975,813,1010,744
MYCTH_2304670,1917,2991,2613,9216,12168,10438
MYCTH_2304672,668,1032,1187,1701,2085,1670
MYCTH_2304673,1244,2157,1896,3827,4669,3851
MYCTH_2304677,2710,4789,4474,9131,12147,9825
MYCTH_2304681,1674,2939,2775,3495,4568,3861
MYCTH_2304686,457,606,618,1709,2401,1791
MYCTH_2092688,989,1644,1547,4372,5623,5013
MYCTH_2080075,4343,7356,7023,14751,20236,15769
MYCTH_107520,397,709,572,682,887,695
MYCTH_2304698,934,1373,1194,4215,5451,4739
MYCTH_2304699,660,1124,973,2372,2224,1920
MYCTH_2304703,12928,22674,23543,16929,21328,18708
MYCTH_2304704,7194,12927,13034,22314,29425,24846
MYCTH_2304708,378,618,514,5720,8286,6359
MYCTH_2126943,0,0,2,0,0,0
MYCTH_2304715,678,974,950,3272,4182,2792
MYCTH_2304722,608,1070,852,2316,2990,2458
MYCTH_2304725,222,371,329,799,983,830
MYCTH_2304728,4542,7655,7511,7150,9065,7747
MYCTH_2126948,1,0,1,2,0,0
MYCTH_2304734,2234,3864,3295,12401,15986,13777
MYCTH_2304739,420,704,659,826,995,821
MYCTH_2080102,2364,3982,3716,7015,9908,8447
MYCTH_101588,603,934,951,1592,1893,1582
MYCTH_2315249,16403,27187,26899,38781,50347,41679
MYCTH_2304750,1184,2001,1781,3514,4772,3993
MYCTH_2030873,811,1137,1190,3960,4920,4002
MYCTH_2304758,3508,6277,5647,6869,9388,7478
MYCTH_2304760,653,1173,993,2361,2919,2446
MYCTH_2304763,840,1417,1154,5042,6929,4793
MYCTH_2304768,6243,10307,10864,14788,19058,14900
MYCTH_67390,3063,5195,4668,2186,2975,2387
MYCTH_2304780,316,449,361,922,1396,1118
MYCTH_2315255,1815,3057,2841,3748,4801,3818
MYCTH_2304786,462,865,670,1609,2262,1941
MYCTH_2304788,112,211,233,566,696,534
MYCTH_101575,100,125,105,98,143,123
MYCTH_t84,0,3,2,9,9,4
MYCTH_2304795,38,56,70,62,94,99
MYCTH_2304797,712,1075,884,4596,6280,5219
MYCTH_2304799,1196,1775,1554,2755,3659,3256
MYCTH_2304802,3523,5829,5591,17196,18017,14074
MYCTH_2304806,206,291,276,2219,2003,1369
MYCTH_2304808,515,944,863,2843,3244,2363
MYCTH_2304811,309,581,511,1277,1740,1558
MYCTH_2304814,2693,4429,4216,7423,9653,8234
MYCTH_2110320,26,27,32,10,18,13
MYCTH_2304820,458,698,501,4375,6445,5260
MYCTH_2304823,1535,2492,2480,10139,13600,11449
MYCTH_2304826,1019,1630,1770,976,1397,1061
MYCTH_2304829,11082,18553,16338,17739,24506,21359
MYCTH_2304831,749,1102,997,3670,4460,3855
MYCTH_2304836,1910,3367,3396,4420,5617,4992
MYCTH_2304838,88,173,204,12,41,24
MYCTH_2304840,542,899,659,1281,1969,1513
MYCTH_2304842,1736,2677,2475,3433,4530,3964
MYCTH_2126987,252,439,372,497,671,549
MYCTH_2304845,1248,1847,1723,3262,4710,4280
MYCTH_2304848,1834,2924,2791,4653,6671,5729
MYCTH_2304851,795,1207,1101,1754,2109,2010
MYCTH_2304854,177,337,285,654,1011,716
MYCTH_2126992,1281,1840,1788,1523,1988,1710
MYCTH_t94,0,0,0,0,0,0
MYCTH_2304856,336,481,372,1774,2389,1874
MYCTH_2304857,778,1224,1154,2336,2978,2417
MYCTH_2304858,466,710,754,995,1520,1228
MYCTH_2304860,825,1383,1164,9245,8554,6081
MYCTH_2118447,35,59,26,77,87,83
MYCTH_2304865,1265,2169,2123,2045,2461,2145
MYCTH_50343,905,1537,1418,1352,1734,1393
MYCTH_67326,2103,3308,3108,5720,7807,6666
MYCTH_2304873,145,157,128,772,1019,960
MYCTH_2304875,141,213,195,576,791,839
MYCTH_2304877,94,144,97,1162,1410,1249
MYCTH_2304880,546,841,692,1795,2413,1992
MYCTH_2304881,691,1092,900,3395,4189,3607
MYCTH_2304883,2084,3410,3338,3988,5113,4263
MYCTH_2304884,515,888,787,1767,2190,1840
MYCTH_2304886,3849,6408,5995,5284,6622,5707
MYCTH_2304889,1120,1723,1482,4569,6267,5204
MYCTH_2304892,986,1492,1375,3948,5087,4072
MYCTH_2304897,1003,1682,1631,3714,4674,4370
MYCTH_2304900,2275,3703,3349,13368,18078,14479
MYCTH_2304904,770,1052,848,2602,3777,3116
MYCTH_2304906,209,289,229,915,1208,1002
MYCTH_2304910,717,1080,981,1314,2109,1705
MYCTH_80581,3957,6682,6904,7550,9981,8791
MYCTH_2315281,253,378,357,612,610,559
MYCTH_2304915,1381,2226,1962,6832,8419,6428
MYCTH_2304920,713,1092,1099,656,808,792
MYCTH_2304921,2286,3576,3165,6188,8404,6646
MYCTH_2304925,278,473,414,506,836,669
MYCTH_2304928,679,880,912,2373,3082,2869
MYCTH_2304929,1531,2879,2621,2290,2606,2587
MYCTH_2304931,9722,16418,16783,25489,32269,25970
MYCTH_107458,466,818,776,901,1218,1006
MYCTH_2304934,1628,3069,2955,1535,2147,1821
MYCTH_2092861,14519,25287,22643,14729,20003,15815
MYCTH_2110369,2,0,1,2,6,2
MYCTH_2127031,63,119,118,129,206,143
MYCTH_2304940,834,1196,1077,2713,3766,3067
MYCTH_2304941,429,709,707,1197,1359,997
MYCTH_2127034,327,669,594,699,1055,957
MYCTH_2304944,169,257,276,212,335,314
MYCTH_2139199,428,684,714,1295,1615,1409
MYCTH_2304947,1723,3110,3157,3231,4073,3398
MYCTH_2315290,12500,21556,22885,21039,26753,22406
MYCTH_2304956,2289,3669,3280,9681,12763,10188
MYCTH_2304958,182,189,165,213,188,172
MYCTH_2304963,464,820,711,1501,2215,1853
MYCTH_101506,82,126,123,225,380,281
MYCTH_2035048,806,1104,1086,3496,4098,2774
MYCTH_2304973,53,69,72,303,285,233
MYCTH_2304975,71,107,85,298,294,279
MYCTH_2304976,799,1185,1056,4798,6563,5377
MYCTH_2304978,147,133,109,508,821,631
MYCTH_2304982,3409,5460,5237,4547,5914,4429
MYCTH_2304984,278,439,350,1467,2268,1658
MYCTH_2304985,268,420,454,1110,1242,828
MYCTH_2304987,420,540,530,805,973,885
MYCTH_2304989,4,16,13,49,84,44
MYCTH_2304990,574,875,897,2629,3639,3164
MYCTH_2304992,230,372,315,577,706,594
MYCTH_2304994,703,1101,944,3425,4160,3360
MYCTH_115624,332,531,481,1070,1359,981
MYCTH_2304999,657,1069,971,2927,3748,3361
MYCTH_2305001,4536,7782,7588,13335,16715,14054
MYCTH_2305005,275,409,358,1759,2416,1666
MYCTH_2305009,1471,2411,2167,4390,5897,5049
MYCTH_2305012,1553,2539,2009,9483,13206,10870
MYCTH_80528,3960,6322,6420,13861,18497,14897
MYCTH_2305019,545,985,847,797,1201,842
MYCTH_2060432,201,263,201,474,565,534
MYCTH_2305021,356,613,553,766,959,917
MYCTH_2305024,463,768,719,1020,1429,1136
MYCTH_2305025,668,1118,981,2618,3623,2899
MYCTH_87877,501,814,721,579,847,785
MYCTH_2305028,366,546,505,1901,1447,1250
MYCTH_2118512,257,358,307,767,1048,815
MYCTH_2305032,662,1171,948,3202,4507,3475
MYCTH_2315304,15343,25232,23319,45878,57107,48761
MYCTH_2305041,489,834,823,2982,3864,2984
MYCTH_2305043,9553,15811,13212,29858,38528,32697
MYCTH_2305048,1768,2837,2417,7257,10638,8476
MYCTH_2305050,1072,1706,1400,7878,11517,8943
MYCTH_2305051,139,196,154,1078,1324,945
MYCTH_2305054,397,642,646,1354,1903,1360
MYCTH_2139227,639,1147,1303,982,1230,964
MYCTH_2305058,1277,2088,1965,3118,4298,3232
MYCTH_2305067,2085,3562,3003,10205,13655,11236
MYCTH_2134282,2540,4138,3760,7267,9677,8633
MYCTH_2036258,621,1210,988,875,1219,991
MYCTH_2305076,2817,4930,4395,5327,6577,5819
MYCTH_2305078,358,646,566,953,1234,1067
MYCTH_2305080,551,773,795,1004,1441,1267
MYCTH_2305083,481,794,556,4518,5956,5235
MYCTH_2305086,2968,4916,4573,6195,8131,6643
MYCTH_111425,16062,27120,25115,47834,59980,52777
MYCTH_2315319,289,484,524,401,633,396
MYCTH_2305096,814,1238,1210,2634,3299,2736
MYCTH_2305097,862,1448,1365,1981,2374,2186
MYCTH_2315322,4354,7270,7250,10397,13482,10921
MYCTH_2305104,328,640,487,483,651,577
MYCTH_2061596,469,734,673,1066,1156,1089
MYCTH_2305106,2025,3327,2817,12144,15182,10154
MYCTH_2305107,2450,3771,3667,10049,14144,11049
MYCTH_2305109,56,43,61,707,645,458
MYCTH_t93,0,0,0,20,16,10
MYCTH_2022110,57,91,73,272,391,325
MYCTH_2305112,596,824,659,1243,1693,1488
MYCTH_2060757,1613,2489,2499,4290,5880,4669
MYCTH_2305118,4370,6836,5922,15011,20606,17297
MYCTH_2305121,1163,1990,1905,1377,1717,1526
MYCTH_2305125,30,56,38,122,119,104
MYCTH_2305128,3595,6137,5312,7061,8766,7834
MYCTH_2060417,618,1018,933,1976,2611,2312
MYCTH_2305132,1020,1834,1602,2387,3137,2783
MYCTH_2305133,370,677,581,543,647,602
MYCTH_2305137,1128,1892,1643,8188,10540,8424
MYCTH_2305142,2159,3454,2865,14552,18659,13667
MYCTH_2062055,122,148,175,186,240,214
MYCTH_2305145,586,786,718,2603,3562,2935
MYCTH_2305146,8,11,13,210,257,233
MYCTH_2305147,61,84,104,29,47,23
MYCTH_t92,0,0,0,0,0,0
MYCTH_t91,0,0,0,0,0,0
MYCTH_2305148,381,624,590,1023,1370,1102
MYCTH_2305149,1042,1631,1485,3920,4878,4042
MYCTH_2305156,182,217,253,509,441,378
MYCTH_2305158,1103,1633,1420,4896,6533,5464
MYCTH_2305160,294,359,306,2265,2852,2516
MYCTH_2060364,3265,5618,5190,6018,6675,5066
MYCTH_80427,7575,12527,11975,110535,89867,53960
MYCTH_2305170,1415,2065,2175,2202,3025,2452
MYCTH_2305172,481,846,721,1603,1838,1352
MYCTH_2305173,656,1043,963,1218,1536,1217
MYCTH_2062291,384,680,559,1107,2054,1449
MYCTH_93700,162,352,262,578,847,727
MYCTH_t90,0,0,0,0,0,0
MYCTH_2060641,823,1315,1249,933,1378,1049
MYCTH_2305186,434,803,601,2721,3120,2604
MYCTH_2305189,2849,4655,4376,5016,6607,5480
MYCTH_2305190,839,1394,1415,1244,1558,1449
MYCTH_2127135,295,453,450,709,989,808
MYCTH_2305193,904,1417,1261,1499,2195,2090
MYCTH_111405,29526,49651,50638,21025,26554,23774
MYCTH_2305195,530,1025,850,716,950,878
MYCTH_2127139,839,1499,1334,1124,1688,1381
MYCTH_2062826,1121,2075,2013,1214,1426,1255
MYCTH_2305200,707,1087,897,2655,3886,3080
MYCTH_2305202,311,425,366,590,759,656
MYCTH_2305205,1481,2119,2038,6115,8298,6277
MYCTH_2093040,403,685,580,1003,1379,1217
MYCTH_2305210,736,1142,1051,3131,4688,4160
MYCTH_2305213,831,1389,1294,1747,2302,2028
MYCTH_2127147,79,152,99,58,67,53
MYCTH_67060,870,1390,1474,12847,16443,12585
MYCTH_2305218,336,480,432,4148,5465,4216
MYCTH_2118584,10,15,14,14,25,10
MYCTH_2305224,1343,2279,2281,1268,1663,1343
MYCTH_2305231,722,1202,1120,1976,3202,2651
MYCTH_67051,1026,1649,1600,2340,2899,2630
MYCTH_101411,2366,3911,3960,5405,6898,6054
MYCTH_2305251,589,983,865,2386,2946,2479
MYCTH_2305258,1221,1965,2099,5071,6371,4981
MYCTH_2305259,420,653,483,925,1015,1002
MYCTH_2139278,29,73,45,60,65,29
MYCTH_101406,488,897,771,1201,1498,1351
MYCTH_2305262,328,495,471,524,794,670
MYCTH_2305264,1285,2091,2050,1904,2919,2860
MYCTH_2305265,630,957,988,1344,1477,1226
MYCTH_2305269,345,531,540,731,1016,874
MYCTH_2093073,551,942,919,710,977,901
MYCTH_t85,0,0,0,1,0,0
MYCTH_111388,147,243,173,12510,16800,13359
MYCTH_101399,117,196,128,324,415,340
MYCTH_2305285,119,231,184,205,245,249
MYCTH_2305288,819,1373,1037,2970,3706,2783
MYCTH_2305292,1082,1703,1745,1563,2136,1750
MYCTH_2305293,604,868,844,2255,2799,2723
MYCTH_101394,257,440,428,3619,4776,4191
MYCTH_2315354,6883,11859,12463,12871,17246,14750
MYCTH_2305305,1229,1953,1892,4465,5722,4400
MYCTH_67016,1618,2742,2622,3763,4436,3889
MYCTH_2305315,1205,1931,1728,11045,13610,11068
MYCTH_2305316,4,7,6,23,26,26
MYCTH_2305317,504,875,787,1627,2191,1706
MYCTH_2118610,1095,1756,1507,3904,5047,4560
MYCTH_2060581,0,0,0,0,0,0
MYCTH_2062106,0,0,0,0,0,0
MYCTH_36895,8,16,15,13,31,16
MYCTH_2062582,707,1015,937,6797,8268,6943
MYCTH_48804,13,20,28,105,94,70
MYCTH_2305327,560,926,865,10937,14042,11335
MYCTH_2305328,159,246,183,1522,2556,1301
MYCTH_93648,50,105,108,149,118,152
MYCTH_2305331,1323,2253,1798,5499,7350,5757
MYCTH_2305333,628,1114,1018,2764,3510,2681
MYCTH_2305336,811,1203,995,6553,7347,6201
MYCTH_2305337,409,652,552,1868,2171,1715
MYCTH_2127191,15,21,15,10,12,10
MYCTH_2305340,1823,3177,2977,3933,5105,4411
MYCTH_2305342,583,984,915,562,826,571
MYCTH_111377,1296,1998,1986,1802,2236,1949
MYCTH_2127197,5,19,27,8,11,2
MYCTH_2305345,273,439,462,1041,1503,1110
MYCTH_80312,69,86,82,3464,4399,3897
MYCTH_t86,0,0,0,0,0,0
MYCTH_2305349,645,975,970,475,558,517
MYCTH_2305350,1411,2236,2224,3039,4024,3719
MYCTH_50083,1232,2090,1924,3470,4880,3796
MYCTH_2305356,1560,2787,2432,1430,1812,1669
MYCTH_2305357,26,52,27,27,28,33
MYCTH_80304,154,175,140,463,703,523
MYCTH_t89,2,6,0,0,0,0
MYCTH_2134354,56,89,95,59,84,58
MYCTH_2037651,0,0,0,0,0,0
MYCTH_66978,1,8,0,0,4,2
MYCTH_80299,0,0,0,0,0,0
MYCTH_2061412,0,0,0,0,0,0
MYCTH_2305366,200,350,276,1068,884,653
MYCTH_2043664,1,6,9,40,19,19
MYCTH_2080506,2588,4386,4618,18829,23124,18813
MYCTH_2305371,877,1543,1344,3153,4048,3467
MYCTH_2305375,272,445,420,501,645,544
MYCTH_2305377,21,35,40,4,13,0
MYCTH_2305379,48,124,76,98,127,99
MYCTH_2305381,48,80,74,210,321,225
MYCTH_2305382,528,971,821,1991,2988,2496
MYCTH_2060238,69,133,111,115,184,144
MYCTH_2110542,0,2,0,1,0,3
MYCTH_2110543,0,0,2,0,4,0
MYCTH_2093133,191,397,352,260,364,303
MYCTH_2305389,102,139,121,95,101,73
MYCTH_2305390,1,2,4,9,8,2
MYCTH_111372,39,101,55,5750,7620,6142
MYCTH_80276,288,592,499,2595,4302,2976
MYCTH_2305394,725,1065,1038,1416,1738,1595
MYCTH_2305395,132,228,132,979,1214,1074
MYCTH_2305398,85,158,175,81,121,118
MYCTH_t88,2,7,8,0,0,0
MYCTH_2060403,11,30,28,8,0,3
MYCTH_80274,87,123,135,16573,22946,18724
MYCTH_2305399,14,31,22,86,103,103
MYCTH_2305401,12,23,25,41,96,41
MYCTH_2060712,0,0,1,0,0,2
MYCTH_2305403,42,65,67,46,103,72
MYCTH_50538,0,0,0,0,0,0
MYCTH_101354,4,14,19,96,141,98
MYCTH_2305406,444,741,638,1582,2324,1850
MYCTH_2305407,7724,12238,11507,19078,25858,20751
MYCTH_2315372,261,467,381,883,1029,762
MYCTH_49355,1205,2142,2041,2700,3122,2478
MYCTH_2110559,99,154,104,113,141,137
MYCTH_93602,2,3,2,0,3,0
MYCTH_2118654,6,22,23,20,26,58
MYCTH_2118655,20,22,27,40,89,53
MYCTH_2305413,619,1145,1135,1377,1836,1741
MYCTH_2305415,38,24,25,74,75,75
MYCTH_66924,33,53,58,9,36,28
MYCTH_2118656,3,2,1,0,0,5
MYCTH_50286,3,2,1,4,1,2
MYCTH_2305417,0,6,1,2,0,4
MYCTH_2305418,130,202,179,241,379,254
MYCTH_101345,48,74,78,518,620,554
MYCTH_2305420,10,14,12,88,80,61
MYCTH_2305421,15,19,20,33,21,31
MYCTH_2127263,2,3,24,15,10,12
MYCTH_2305422,150,221,244,344,406,319
MYCTH_2110569,0,0,0,0,0,0
MYCTH_93590,0,1,0,0,0,4
MYCTH_93589,0,0,5,0,0,2
MYCTH_2144007,22,44,45,240,290,258
MYCTH_2305424,1318,2253,1902,17088,22615,18270
MYCTH_2305427,835,1409,1324,2562,3438,2938
MYCTH_93585,21,39,25,11,32,17
MYCTH_2118664,1,9,0,0,0,2
MYCTH_2305429,936,1520,1342,1699,2348,1920
MYCTH_2305433,1445,2533,2268,8470,10840,8348
MYCTH_2060085,2,11,7,1,2,2
MYCTH_2305436,343,627,518,1529,1663,1124
MYCTH_2118668,64,79,82,103,125,86
MYCTH_2305438,30,41,48,12,10,13
MYCTH_2305439,45,60,85,23,53,41
MYCTH_2127280,1,4,6,3,3,2
MYCTH_2305442,55,122,105,1082,1728,1520
MYCTH_93575,5,10,3,34,67,26
MYCTH_2305443,3,1,4,23,20,14
MYCTH_80233,43,52,46,1302,1758,1454
MYCTH_2305447,54,70,96,355,478,458
MYCTH_2305448,967,1488,1402,2527,3224,2713
MYCTH_2127287,153,240,220,565,715,527
MYCTH_2305452,33,48,62,6,6,8
MYCTH_2305453,1626,2552,2636,2938,4114,3212
MYCTH_2305454,38,91,100,30,46,27
MYCTH_80223,453,731,821,685,914,770
MYCTH_2305455,373,695,710,650,618,423
MYCTH_2305456,1702,2743,2524,836,1031,709
MYCTH_2061275,48,82,71,66,85,57
MYCTH_2305458,1545,2596,2674,5553,7267,5892
MYCTH_2305460,85,155,124,666,801,718
MYCTH_2305461,188,317,283,553,656,574
MYCTH_2305464,270,405,457,163,224,219
MYCTH_2305468,127,178,215,667,515,356
MYCTH_2315383,25,51,66,153,128,94
MYCTH_2038764,73,87,94,58,61,62
MYCTH_2305470,623,990,1044,2370,2809,2250
MYCTH_93554,0,1,0,0,0,0
MYCTH_2062163,4,38,17,9,15,17
MYCTH_101321,33,80,63,35,36,31
MYCTH_2305498,385,688,664,806,1022,929
MYCTH_2139328,604,1011,1029,9497,12511,10188
MYCTH_2305501,4143,6890,6650,33514,42404,35188
MYCTH_2118714,354,721,649,1733,2207,1856
MYCTH_2061857,262,426,440,2062,2995,2298
MYCTH_2305504,470,771,684,1062,1379,1242
